abactus|ăbactus, a, um : part. passé de abigo.
acutus|ăcūtus, a, um : (Lebaigue P. 19 et P. 20) part. passé de acuo.
adactus|ădactus, a, um : part. passé de adigo.
adaequatus|ădaequātus, a, um : part. passé de adaequo; mis de niveau avec, rendu égal.
adamatus|ădămātus, a, um : part. passé de adamo.
adapertus|ădăpertus, a, um : part. passé de adaperio. - 1 - ouvert entièrement. - 2 - découvert, mis à nu, manifeste.
adaptatus|ădaptātus, a, um : part. passé de adapto -- adapté, ajusté
adauctus|ădauctus, a, um : part. passé de adaugeo.
adcretus|adcrētus, a, um : part. passé de accresco.
addictus|addictus, a, um : part. passé de addico. - a - désigné (à propos d'un juge). - b - adjugé aux enchères, vendu. - c - condamné à payer, condamné, dévoué à. - d - engagé, lié.
additus|addĭtus, a, um : part. passé de addo; ajouté, attaché, mis à côté de, mis avec.
adductus|adductus, a, um : part. passé de adduco. - 1 - amené, poussé. - 2 - tiré à soi, ramené, tendu, courbé, resserré, contracté. - 3 - raide, sévère, sérieux.
ademptus|ădemptus, (ădemtus), a, um : part. passé de adimo -- enlevé, ôté.
adeptus|ădeptus, a, um : part. passé de adipiscor. - a - qui a atteint, qui a acquis. - b - sens passif : acquis.
adescatus|adescātus, a, um : part. passé de adesco, inusité; nourri, repu.
adesus|ădēsus, a, um : part. passé de adedo. - 1 - entamé. - 2 - mangé complètement.
adfabricatus|adfăbricātus, a, um : part. passé de adfabrico, inusité : créé par l'art, artificiel.
adfatus|adfātus, a, um : part. passé de affari. - a - qui a parlé, ayant adressé la parole à. - b - sens passif: dit, raconté, interpellé.
adfectatus|adfectātus, a, um : part. passé de adfecto.
adfictus|adfictus, a, um : part. passé de adfingo.
adfirmatus|adfirmātus, a, um : part. passé de adfirmo. - 1 - affermi, garanti. - 2 - affirmé, confirmé, prouvé, assuré.
adfixus|adfixus, a, um : - 1 - part. passé de adfigo. - 2 - adj. adhérent, attentif, appliqué.
adflatus|adflātus (afflātus), a, um : part. passé de adflo.
adflictatus|adflictātus, a, um : part. passé de adflicto.
adflictus|adflictus (afflictus), a, um : a - part. passé de adfligo. b - adj. jeté à terre, abattu, terrassé; bas, abject, méprisé.
adfluens|adflŭens (afflŭens), entis : 1 - part. prés. de adfluo : qui coule vers, qui coule auprès. 2 - adj. qui coule avec abondance, coulant abondamment, abondant. 3 - abondamment pourvu de, qui regorge de.
adfractus|adfractus, a, um : part. passé de adfringo -- brisé contre.
adfricatus|adfrĭcātus, a, um : part. passé de affrico; frotté contre.
adgestus|adgestus, a, um : part. passé de adgero.
adhaerens|adhaerens, entis : part. prés. de adhaereo; adhérent, attaché, qui s'attache à.
adhibitus|ădhĭbĭtus, a, um : part. passé de adhibeo.
adhortatus|ădhortātus, a, um : part. passé de adhortor. - a - qui a exhorté. - b - sens passif : encouragé.
adimpletus|ădimplētus, a, um : part. passé de adimpleo; rempli.
adinventus|ădinventus, a, um : part. passé de adinvenio; inventé, imaginé.
aditus|ădĭtus, a, um : part. passé de adeo, ire.
adjacens|adjăcens, entis : part. prés. de adjaceo.
adjaculatus|adjăcŭlātus, a, um (part. passé de adjaculo, inusité) : dardé, lancé.
adjectus|adjectus, a, um : part. passé de adjicio; jeté, ajouté, adjoint à.
adjudicatus|adjūdĭcātus, a, um : part. passé de adjudico; adjugé.
adjugatus|adjŭgātus, a, um : part. passé de adjugo. - 1 - attaché, lié. - 2 - uni, accouplé.
adjuratus|adjūrātus, a, um : part. passé de adjuro. - 1 - supplié, conjuré. - 2 - exorcisé.
adjutus|adjūtus, a, um : part. passé de adjuvo.
adlapsus|adlapsus, a, um : part. passé de adlabor.
adlatus|adlātus, a, um : part. passé de adfero.
admensus|admensus, a, um : part. passé de admetior. - 1 - qui a mesuré. - 2 - sens passif mesuré.
adminiculatus|admĭnĭcŭlātus, a, um : part. passé de adminiculo; échalassé.
administratus|admĭnistrātus, a, um : part. passé de administro.
admiratus|admīrātus, a, um : part. passé de admiror; qui a admiré, qui s'est étonné.
admissus|admissus, a, um : part. passé de admitto. - a - lâché, lancé. - b - admis. - c - commis.
admixtus|admixtus, a, um : part. passé de admisceo. - a - mêlé, adjoint, incorporé à. - b - mélangé, composé d'éléments divers.
admonitus|admŏnĭtus, a, um : part. passé de admoneo; averti.
admorsus|admorsus, a, um : part. passé de admordeo; mordu, entamé par une morsure.
admotus|admōtus, a, um : part. passé de admoveo. - 1 - approché de, appliqué à. - 2 - au fig. : inspiré à.
adnexus|adnexus, a, um : part. passé de adnecto; attaché à, uni à.
adnotatus|adnŏtātus, a, um : part. passé de adnoto.
adolescens|ădŏlescens, entis : part. prés. de adulesco (adolesco). - subst. ou adj. m. f. : jeune homme, jeune fille, qui a passé l'âge de l'adolescence.
adopertus|ădŏpertus, a, um : part. passé de adoperio.
adoptatus|ădoptātus, a, um : part. passé de adopto. - 1 - adopté. - 2 - enté, greffé. - 3 - adjoint, acquis.
adoratus|ădōrātus, a, um : part. passé de adoro. - a - prié, imploré. - b - adoré, vénéré, salué.
adornatus|ădornātus, a, um : part. passé de adorno. - 1 - équipé, préparé, muni. - 2 - orné, enrichi, rehaussé.
adplicatus|adplĭcātus, a, um : part. passé de applico; appliqué, adhérent, adapté, attaché à, joint.
adportatus|adportātus, a, um : part. passé de apporto.
adpressus|adpressus, a, um : part. passé de apprimo; pressé contre.
adrasus|adrāsus, a, um : part. passé de adrado.
adrectus|adrectus, a, um : part. passé de adrigo. - 1 - dressé, droit, élevé, escarpé. - 2 - excité, animé, attentif.
adreptans|adreptans, antis : part. prés. de adrepto, inusité : qui rampe.
adrogans|adrŏgans, antis, part. prés, pris adjt. : arrogant.
adrosus|adrōsus, a, um : part. passé de adrodo; rongé autour.
adscendens|adscendens, entis : part. prés. de ascendo.
adsensus|adsensus, a, um : a - part. de adsentior : ayant approuvé, consenti. b - part. passif de adsentio [rare] : qui a été approuvé.
adsitus|adsitus, (assitus), a, um : part. passé de adsero; placé à côté.
adspectus|adspectus, (aspectus), a, um : part. passé de adspicio; regardé, vu.
adspersus|adspersus, (aspersus), a, um : part. passé de adspergo.
adstitutus|adstĭtūtus, a, um : part. passé de adstituo.
adstrictus|adstrictus, (astrictus), a, um : part. passé de adstringo.
adstridens|adstrīdens (astrīdens) : part. prés, de l'inus. adstrido, qui siffle contre.
adstructus|adstructus, a, um : part. passé de adstruo. - 1 - bâti auprès. - 2 - accumulé.
adsuctus|adsuctus, a, um : part. passé de adsugo.
adsuetus|adsuētus, a, um : part. passé de assuesco.
adsuspirans|adsuspirans, antis + dat. : part. présent de adsuspiro, inusité : soupirant auprès de, soupirant avec.
adulans|ădūlans, antis : part. prés.-adj. ; caressant, flatteur.
adulatus|adulātus, a, um : part. passé de adulor. - 1 - s'étant prosterné devant, ayant adoré. - 2 - sens passif : flatté, caressé.
adulescens|adulescens, entis : part. prés. de adulesco (adolesco).
adulteratus|ădultĕrātus, a, um : part. passé de adultero. - 1 - déshonoré par un amour adultère. - 2 - au fig. : altéré, falsifié.
adultus|adultus, a, um : - a - part. passé de adoleo; brûlé (dans un sacrifice). - b - part. passé de adolesco; qui a grandi, qui s'est développé.
adumbratus|adumbrātus, a, um : part. passé de adumbro. - 1 - ombragé, couvert. - 2 - dessiné au trait, esquissé, dessiné vaguement; représenté. - 3 - vague, superficiel, vain, faux, fictif.
adunatus|adunātus, a, um : part. passé de aduno; réuni.
adustus|adustus, a, um : part. passé de aduro. - 1 - brûlé (trop cuit). - 2 - brûlé. - 3 - brûlé par le soleil, hâlé, bruni, noirâtre. - 4 - au fig. : flétri. - 5 - enflammé d'amour.
advectus|advectus, a, um : part. passé de adveho.
adversatus|adversātus, a, um : part. passé de adversor; s'étant opposé, ayant contrarié.
adversus|adversus, a, um : - a - part. passé de adverto; tourné vers, qui est en face de. - b - contraire à, opposé à, ennemi, hostile; qqf. odieux.
advocatus|advocātus, a, um : part. passé de advocato. - a - convoqué. - b - invoqué, appelé comme conseil, appelé comme défenseur.
advolitans|advolitans, antis, part. prés. advolito, inusité : voltigeant autour.
advolutus|advolutus, a, um : part. passé de advolo; roulé vers, roulé auprès, prosterné.
aedificatus|aedĭfĭcātus, a, um : part. passé de aedifico; construit, bâti, édifié.
aemulatus|aemŭlātus, a, um : part. passé de aemulor.
aequatus|aequātus, a, um : part. passé de aequo. - 1 - uni, égalisé, aplani, nivelé. - 2 - rendu égal.
aestimatus|aestĭmātus, a, um : part. passé de aestimo; estimé, prisé, évalué, apprécié, jugé.
aestuans|aestuans, antis : part. prés. de aestuo; qui fermente, bouillonnant, écumant.
aestuatus|aestŭātus, a, um : part. passé de aestuo; agité, ballotté.
affixus|affixus, a, um : - 1 - part. passé de adfigo. - 2 - adj. adhérent, attentif, appliqué.
agens|ăgens, agentis : (Lebaigue P. 48) - 1 - part. prés. de ago. - 2 - actif, vif. - 3 - efficace, puissant.
aggeratus|aggĕrātus, a, um : part. passé de aggero, āre; entassé, amoncelé, comblé.
agitatus|agitātus, a, um : part. passé de agito; agile, remuant.
agnatus|agnātus, a, um : part. passé de agnascor. - a - né sur, né à côté. - b - qui a poussé après coup. - c - qui est en surcroît, qui vient par surcroît. - d - qui s'ajoute.
agnitus|agnĭtus, a, um : part. passé de agnosco. - 1 - reconnu. - 2 - reconnu pour vrai, avoué. - 3 - reconnu comme légitime.
aiens|aiens, entis : part. prés. de aio; affirmant, affirmatif.
albens|albens, entis : part. prés. de albeo; blanc, blanchi.
algens|algens, entis : part. prés. de algeo. - 1 - qui a froid, qui souffre du froid. - 2 - qui est froid.
alienatus|ălĭēnātus, a, um : part. passé de alieno.
alitus|ălĭtus, a, um : part. passé de alo; nourri, entretenu (au pr. et au fig.).
allapsus|allapsus, a, um : part. passé de allabor.
allatus|allātus, a, um : part. passé de adfero/affero; apporté, annoncé.
allectus|allectus, a, um : part. passé de allego; ajouté par choix, adjoint.
allectus|allectus, a, um : part. passé de allicio; attiré, séduit.
allevatus|allevātus, a, um : part. passé de allevo. - 1 - levé, élevé. - 2 - soulagé, guéri.
alteratus|altĕrātus, a, um : part. passé de altero.
alternans|alternans, antis : part. prés. de alterno.
alternatus|alternātus, a, um : part. passé de alterno. - alterné, disposé alternativement.
altus|altus, a, um : part. passé de alo; nourri, élevé, développé.
amandatus|amandātus, a, um : part. passé de amando; renvoyé, éloigné.
amarans|ămārans, antis (part. passé de l'inusité amaro) : Avien. qui rend amer.
ambesus|ambēsus, a, um : part. passé de ambedo.
ambulatus|ambŭlātus, a, um : part. passé de ambulo.
ambustus|ambustus, a, um : part. passé de ambusto. - 1 - brûlé, roussi, brûlé autour. - 2 - brûlé complètement.
amentatus|amentātus, a, um : part. passé de amento; pourvu de courroies.
amictus|ămictus, a, um : part. passé de amicio; couvert, vêtu, habillé, enveloppé.
amissus|āmissus, a, um : part. passé de amitto; lâché, perdu.
amoenatus|ămoenātus, a, um : part. passé de amoeno; rendu agréable, embelli, riant.
amolitus|āmōlītus, a, um : part. passé de amolior. - 1 - ayant éloigné. - 2 - sens passif : écarté, enlevé.
amotus|āmōtus, a, um : part. passé de amoveo.
amplexatus|amplexātus, a, um : part. passé de amplexor; ayant embrassé.
amplexus|amplexus, a, um : part. passé de amplector. - a - ayant embrassé, ayant entouré, s'étant attaché à. - b - sens passif : enfermé.
ampliatus|ampliātus, a, um : part. passé de amplio.
amplificatus|amplificātus, a, um : part. passé de amplifico.
amputatus|amputātus, a, um : (Lebaigue P. 71) part. passé de amputo; coupé, retranché.
ancillatus|ancillātus, a, um : part. passé de ancillo et de ancillor.
angelificatus|angĕlĭfĭcātus, a, um : part. passé de angelifico; fait ange, devenu ange.
anhelatus|ănhēlātus, a, um : part. passé de anhelo; exhalé péniblement.
animadversus|ănĭmadversus, a, um : part. passé de animadverto.
animans|ănĭmans, antis : part. prés. de animo. - a - qui vivifie. - b - qui est animé, qui est doué d'une âme.
animatus|ănĭmātus, a, um : part. passé de animo. - a - empli d'air. - b - animé, vivifié, qui a reçu la vie. - c - disposé moralement, (bien ou mal) intentionné. - d - animé, courageux, plein de courage, déterminé, échauffé.
annisus|annīsus (annixus, adnīsus), a, um : part. passé de annitor. - a - appuyé sur, appuyé contre. - b - qui s'est efforcé de.
anquisitus|anquīsītus, a, um : part. passé de anquiro.
anteactus|antĕactus, a, um : part. passé de anteago. - 1 - fait auparavant. - 2 - passé, écoulé.
antecaptus|antĕcaptus, a, um : part. passé de antecapio.
anteceptus|antĕceptus, a, um : part. passé de antecapio.
antecessus|antecessus, a, um : part. passé de antecedo.
antefatus|antĕfatus, a, um, part. passé de antefari, inusité : susdit, précité.
antelatus|antĕlātus, a, um : part. passé de antefero.
anticipatus|anticipātus, a, um : part. passé de anticipo.
antiquatus|antīquātus, a, um : part. passé de antiquo; abrogé, supprimé.
apertum|ăpertum, i, n. : - 1 - part. passé n. de aperio. - 2 - subst. lieu découvert, plaine.
apertus|ăpertus, a, um : 1 - part. passé de aperio. 2 - adj. a - ouvert, découvert. b - fig. ouvert, libre. c - découvert (sans défense). d - découvert, qui a lieu au grand jour. e - ouvert, loyal. g - manifeste, clair. h - in aperto esse : - a - être à découvert, être au grand jour. - b - être évident, être clair, être facile.
appellatus|appellātus, a, um : part. passé de appello (appellare). - 1 - abordé, interpellé, harangué, invoqué, invité à. - 2 - sommé de, cité en justice. - 3 - appelé (en justice). - 4 - appelé, nommé.
appensus|appensus, a, um : part. passé de appendo. - 1 - pesé. - 2 - Hier. suspendu.
appetitus|appĕtītus, a, um : part. passé de appeto. - a - attaqué, assailli. - b - recherché, courtisé.
applausus|applausus (applōsus), a, um : part. passé de applaudo.
applicatus|applĭcātus, a, um : part. passé de applico; appliqué, adhérent, adapté, attaché à, joint.
applicitus|applĭcĭtus, a, um : part. passé de applico; appliqué, adhérent, adapté, attaché à, joint.
apportatus|apportātus, a, um : part. passé de apporto.
appositus|appŏsĭtus, a, um : part. passé de appono. - a - placé auprès de, voisin de, contigu à. - b - placé sur la table. - c - placé auprès, aposté. - d - approprié à, propre à, bien fait pour, disposé pour, enclin à.
apprehensus|apprĕhensus, a, um : part. passé de apprehendo.
appressus|appressus, a, um : part. passé de apprimo; pressé contre.
appretiatus|apprĕtĭātus, a, um : part. passé de appretio.
approbatus|apprŏbātus, a, um : part. passé de approbo. - 1 - approuvé. - 2 - prouvé, constaté.
approperatus|apprŏpĕrātus, a, um : part. passé de appropero; fait avec hâte.
appulsus|appulsus, a, um : part. passé de appello, ĕre; poussé vers, qui a abordé.
aptatus|aptātus, a, um : part. passé de apto. - 1 - ajusté, attaché. - 2 - approprié, adapté, fait pour.
aptus|aptus, a, um : 1 - part. passé de apio, apere, attacher, qui se retrouve dans apiscor, a - attaché, joint. b - lié dans ses parties, formant un tout bien lié. c - lié en ses parties, formant un tout [en parl. du style]. d - préparé complètement, en parfait état. d - poét. muni de, pourvu de [avec abl.]. 2 - adjectif. a - propre, approprié. b - en parl. du style exactement approprié aux idées, précis. c - fait pour, approprié à.
aquatus|aquatus, a, um, part. passé de aquo, inusité : mêlé d'eau, aqueux, délayé.
aratus|ărātus, a, um : part. passé de aro; labouré, sillonné de rides.
arbitratus|arbĭtrātus, a, um : part. passé de arbitror; qui a pensé.
architectatus|archĭtectātus, a, um : part. passé de architector.
arctatus|arctātus, a, um : part. passé de arcto. - 1 - resserré. - 2 - réduit.
ardens|ardens, entis : - 1 - part. prés. de ardeo. - 2 - adj. - a - brûlant, ardent. - b - étincelant, éclatant. - c - enflammé, brûlant, ardent, passionné, vif, impétueux.
arens|ārens, entis : part. présent de areo; aride, desséché, altéré.
argumentatus|argūmentātus, a, um : part. passé de argumentor.
arrectus|arrectus, a, um : part. passé de adrigo. - 1 - dressé, droit, élevé, escarpé. - 2 - excité, animé, attentif.
arreptus|arreptus, a, um : part. passé de arripio; saisi.
arrogans|arrŏgans, antis, part. prés, pris adjt. : arrogant, prétentieux, présomptueux, hautain.
arrosus|arrōsus, a, um : part. passé de adrodo; rongé autour.
arsus|arsus, a, um : part. passé de ardeo.
artatus|artātus, a, um : part. passé de arto.
articulatus|artĭcŭlātus, a, um : part. passé de articulo; articulé, distinct, net.
artitus|artitus, a, um : - a - part. passé de artio; serré. - b - instruit, habile.
artuatus|artŭātus, a, um, part. passé de artuo, inusité : coupé en morceaux.
ascendens|ascendens, entis : part. prés. de ascendo.
ascensus|ascensus, a, um : part. passé de ascendo.
aspernatus|aspernātus, a, um : part. passé de aspernor. - 1 - qui a méprisé, qui a repoussé avec dédain, qui a dédaigné. - 2 - sens passif méprisé, repoussé.
asportatus|asportātus, a, um : part. passé de asporto.
assignatus|assignātus, a, um : part. passé de assigno (adsigno). - 1 - assigné, distribué. - 2 - confié, remis à la garde de, livré. - 3 - attaché à (au fig.).
assitus|assitus, a, um : part. passé de adsero; placé à côté, semé, planté auprès.
associatus|associātus, a, um : part. passé de associo; associé.
assuctus|assuctus, a, um : part. passé de assugo.
assuefactus|assuēfactus, a, um : part. passé de assuefacio; accoutumé, habitué, formé, dressé.
assuetus|assuētus, a, um : part. passé de assuesco.
assumptus|assumptus, a, um : part. passé de assumo. - 1 - pris, emprunté, tiré du dehors. - 2 - qu'on s'est attribué. - 3 - ajouté, adjoint.
assuspirans|assuspirans, antis + dat. : part. présent de adsuspiro, inusité : soupirant auprès de, soupirant avec.
assutus|assutus, a, um : part. passé de assuo; cousu à.
attactus|attactus, a, um : part. passé de attingo. - a - touché, effleuré. - b - touché, effleuré (en parl. d'un sujet).
attemperatus|attemperātus, a, um : part. passé de attempero; ajusté.
attentatus|attentātus, a, um : part. passé de attento. - 1 - tenté, essayé. - 2 - attaqué par force, attaqué par corruption.
attentus|attentus, a, um : 1 - part. passé de attendo. - a - tendu. - b - attentif, vigilant. - c - attentif à son bien, économe, ménager, regardant, intéressé. 2 - part. passé de attineo; attaché à.
attenuatus|attenuatus, (adtenuatus), a, um : (Lebaigue P. 117 et P. 118) part. passé de attenuo. - 1 - aminci, amoindri; au fig. exténué, affaibli, usé, faible. - 2 - en parl. du style : maigre, sobre, simple.
attextus|attextus, a, um : part. passé de attexo; ajouté en tissant, entrelacé, attaché à.
attonitus|attŏnĭtus, (adtŏnĭtus), a, um : part. passé de attono. - 1 - frappé de stupeur, stupéfié, hébété, étourdi, assourdi par l'effet de la foudre. - 2 - frappé d'apoplexie. - 3 - au fig. immobile d'admiration ou de crainte, étonné, épouvanté, interdit, stupide; qqf. qui frappe d'étonnement. - 4 - rempli d'enthousiasme.
attonsus|attonsus, a, um : part. passé de attondeo. - 1 - tondu, rasé. - 2 - au fig. tondu, rasé. - 3 - diminué.
attractus|attractus, a, um : part. passé de adtraho. - a - tiré, attiré. - b - froncé, contracté.
attrectatus|attrectātus, a, um : part. passé de attrecto; touché, manié.
attributus|attrĭbūtus, a, um : (Lebaigue P. 119 et P. 120) part. passé de attribuo. - 1 - assigné, attribué. - 2 - attaché à, qui dépend de. - 3 - alloué, affecté à.
attritus|attritus, (adtritus), a, um : part. passé de attero. - a - frotté contre, usé par le frottement, poli. - b - écorché. - c - affaibli, écrasé, détruit.
auctoratus|auctoratus : part. passé de auctoro. - 1 - garanti. - 2 - engagé, gagé, loué, donné à gage, soudoyé. - 3 - au fig. lié, engagé, obligé.
auctus|auctus, a, um : part. passé de augeo; augmenté, agrandi, enrichi, gratifié, pourvu, doué.
aucupatus|aucupātus, a, um : part. passé de occupo.
audens|audens, entis : part. prés. de audeo; qui ose, hardi, audacieux, résolu.
auditus|auditus, a, um : part. passé de audio. - a - entendu, appris, connu. - b - écouté, exaucé.
auguratus|augŭrātus, a, um : part. passé de auguro. - a - annoncé par les augures. - b - consacré par les augures.
augustatus|augustātus, a, um : part. passé de augusto; consacré.
auratus|aurātus, a, um : part. passé de auro. - 1 - doré, couvert d'or. - 2 - d'or, en or. - 3 - de couleur d'or.
auspicatus|auspĭcātus, a, um : part. passé de auspicor. - a - qui a inauguré, qui a commencé. - b - sens passif, consacré par les auspices, inauguré, commencé. - c - de bon augure, heureux, favorable, propice.
ausus|ausus, a, um : part. passé de audeo. - a - qui a osé. - b - sens passif : tenté, hasardé, qui a été osé.
auxiliatus|auxĭlĭātus, a, um : part. passé de auxilior. - a - qui a secouru. - b - sens passif : secouru, aidé.
avectus|avectus, a, um : part. passé de aveho; emmené, transporté, parti.
avens|ăvens, entis : part. prés. de aveo; qui désire vivement; qui agit volontiers.
aversatus|āversātus, a, um : part. passé de aversor. - 1 - qui s'est détourné de, qui a repoussé. - 2 - sens passif : détourné.
aversus|āversus : (Lebaigue P. 129 et P. 130) - part. passé de averto. - 1 - qui a le dos tourné, de dos, par-derrière. - 2 - détourné de, opposé à; détourné, secret. - 3 - de derrière. - 4 - qui a des dispositions malveillantes, qui a de la répugnance, prévenu contre, contraire à, ennemi.
avocatus|āvŏcātus, a, um : part. passé de avoco; distrait, détourné, occupé ailleurs.
avulsus|āvulsus, a, um : part. passé de avello.
bacchans|bacchans, antis : part. prés. de bacchor; furieux, extravagant.
bacchatus|bacchātus, a, um : part. passé de bacchor. - 1 - qui s'agite en délire, qui se déchaîne violemment. - 2 - valeur passive : consacré aux fêtes de Bacchus, parcouru par les Bacchantes.
balans|bālans, antis : part. prés. de balo.
basiatus|bāsiātus, a, um : part. passé de basio.
benedictus|bĕnĕdictus, a, um : part. passé de benedico. - 1 - loué, béni. - 2 - consacré, bénit.
bipartitus|bĭpartītus, a, um : part. passé de bipartio.
blanditus|blanditus, a, um : part. passé de blandior. - 1 - qui a flatté. - 2 - adj. flatteur, agréable, charmant. - 3 - sens passif : flatté, caressé.
blateratus|blaterātus, a, um : part. passé de blatero.
breviatus|breviātus, a, um : part. passé de brevio; abrégé, raccourci, resserré.
cacatus|căcātus, a, um : part. passé de caco.
caecatus|caecātus, a, um : part. passé de caeco. - 1 - aveuglé, aveugle. - 2 - aveuglé, troublé. - 3 - rendu obscur (en parl. du style).
caelatus|caelātus, a, um : part. passé de caelo.
caesum|caesum, i, n. [caedo, part. passé caesus] : césure (t. de gram.).
caesus|caesus, a, um : part. passé de caedo. - a - coupé, taillé, incisé. - b - battu, frappé. - c - tué, immolé (en parl. d'une victime). - d - massacré, taillé en pièces.
calcatus|calcātus, a, um : part. passé calco. - a - foulé aux pieds. - b - fréquenté, habité. - c - foulé aux pieds, méprisé. - d - rebattu, commun.
calceatus|calceātus, a, um : part. passé de calceo.
calefactus|calefactus, a, um : part. passé de calefacio; chauffé, échauffé; enflammé, excité.
caligans|caligans, antis : part. prés. de caligo. - 1 - sombre, obscur. - 2 - qui est plongé dans l'obscurité. - 3 - qui trouble la vue, qui donne le vertige.
caminatus|caminātus, a, um : part. passé de camino; fait en forme de four, fait en forme de cheminée.
candefactus|candefactus, a, um : part. passé de candefacio. - 1 - blanchi. - 2 - chauffé à blanc.
candens|candens, entis : part. prés. de candeo. - 1 - qui est d'une blancheur éclatante, d'un blanc brillant. - 2 - ardent, brûlant, chauffé à blanc.
canens|canens, entis : 1 - part. prés. de caneo; grisonnant, qui tire sur le blanc. 2 - part. prés. de cano.
cantatus|cantātus, a, um : part. passé de canto.
capiens|capiens, entis : part. prés. de capio.
capistratus|capistrātus, a, um : part. passé de capistro.
captatus|captātus, a, um : part. passé de capto. - 1 - qu'on cherche à prendre, recherché, épié. - 2 - qu'on cherche à surprendre, à séduire.
captivatus|captīvātus, a, um : part. passé de captivo; pris, conquis.
captus|captus, a, um : part. passé de capio. - a - pris, saisi, conquis, enlevé. - b - pris, choisi. - c - privé de l'usage d'un sens ou de la raison, paralysé, enchaîné, qui n'est pas maître de soi. - d - touché, séduit, charmé, trompé.
carptus|carptus, a, um : part. passé de carpo.
cassatus|cassātus, a, um : part. passé de casso; détruit, cassé, annulé, abrogé.
castigatus|castīgātus, a, um : part. passé de castigo. - 1 - réprimandé, châtié. - 2 - réprimé, contenu. - 3 - régulier, correct, strict.
