Isol|pompeja|pompeia|VRAI
Isol|pompeiani|pompeiani|VRAI
Isol|pompejani|pompeiani|VRAI
OK|pompeii|pompeii|VRAI
Isol|pompeji|pompeii|VRAI
OK|pompeiopolis|pompeiopolis|VRAI
Isol|pompejopolis|pompeiopolis|VRAI
Mult|pompeius|pompeius|VRAI
Mult|pompejus|pompeius|VRAI
Isol|quamuis|quamuis|VRAI
Mult|quamvis|quamuis|VRAI
Isol|quindecimuiri|quindecimuiri|VRAI
OK|quindecimviri|quindecimuiri|VRAI
OK|quoias|quoias|VRAI
Mult|quojas|quoias|VRAI
OK|quojus|quoius|VRAI
Mult|quoius|quoius|VRAI
Isol|satureja|satureia|VRAI
Mult|satureia|satureia|VRAI
OK|satureianus|satureianus|VRAI
Isol|saturejanus|satureianus|VRAI
OK|saurix|saurix|VRAI
Isol|savrix|saurix|VRAI
OK|seia|seia|VRAI
OK|seja|seia|VRAI
OK|seianus|seianus|VRAI
Mult|sejanus|seianus|VRAI
OK|seius|seius|VRAI
OK|sejus|seius|VRAI
Isol|siluum|siluum|VRAI
Isol|silvum|siluum|VRAI
Isol|subiectus|subiectus|VRAI
Mult|subjectus|subiectus|VRAI
OK|submeio|submeio|VRAI
OK|submejo|submeio|VRAI
OK|submejulus|submeiulus|VRAI
Isol|submeiulus|submeiulus|VRAI
OK|superiaceo|superiaceo|VRAI
OK|superjaceo|superiaceo|VRAI
OK|superiacio|superiacio|VRAI
OK|superjacio|superiacio|VRAI
OK|superiectio|superiectio|VRAI
OK|superjectio|superiectio|VRAI
OK|superiumentarius|superiumentarius|VRAI
OK|superjumentarius|superiumentarius|VRAI
OK|tenuis|tenuis|VRAI
Isol|tenvis|tenuis|VRAI
OK|transuo|transuo|VRAI
Isol|transvo|transuo|VRAI
Isol|tresuiri|tresuiri|VRAI
Mult|tresviri|tresuiri|VRAI
OK|troja|troia|VRAI
Mult|troia|troia|VRAI
OK|trojani|troiani|VRAI
Isol|troiani|troiani|VRAI
OK|troiugena|troiugena|VRAI
OK|trojugena|troiugena|VRAI
Isol|u|u|VRAI
OK|v|u|VRAI
Isol|vediiovis|uediiouis|VRAI
Isol|vedijovis|uediiouis|VRAI
Isol|veia|ueia|VRAI
Isol|veja|ueia|VRAI
OK|veiens|ueiens|VRAI
OK|vejens|ueiens|VRAI
OK|veientanus|ueientanus|VRAI
Isol|vejentanus|ueientanus|VRAI
OK|veiento|ueiento|VRAI
OK|vejento|ueiento|VRAI
OK|veii|ueii|VRAI
OK|veji|ueii|VRAI
OK|veiovis|ueiouis|VRAI
Isol|vejovis|ueiouis|VRAI
Isol|veius|ueius|VRAI
Isol|vejus|ueius|VRAI
Isol|volceii|uolceii|VRAI
Isol|volceji|uolceii|VRAI
