adcommodatio|adcommŏdātĭo|ōnis|f.|subst.|appropriation / esprit d'accommodement|accommodatio|adcom-
accommodatus|accommŏdātus|a, um||part. adj. |adj., approprié à|accommodatus|accommŏdātus
adcommodatus|adcommŏdātus|a, um||part. adj. |adj., approprié à|accommodatus|adcom-
accommodo|accommŏdo|āvi, ātum, āre||tr. |accommodari [avec in acc.] s'adapter à, s'appliquer à / appliquer [son esprit, ses soins, son attention] à qqch / [droit] attribuer, accorder|accommodo|accommŏdo
adcommodo|adcommŏdo|āvi, ātum, āre||tr. |accommodari [avec in acc.] s'adapter à, s'appliquer à / appliquer [son esprit, ses soins, son attention] à qqch / [droit] attribuer, accorder|accommodo|adcom-
accommodus|accommŏdus|a, um||adj.|approprié à, convenable pour [avec dat.]|accommodus|accommŏdus
adcommodus|adcommŏdus|a, um||adj.|approprié à, convenable pour [avec dat.]|accommodus|adcom-
accredo|accrēdo|dĭdi, ĕre||intr. |int., être disposé à croire, ajouter foi, [avec le datif] / [pris abst]|accredo|accrēdo
adcredo|adcrēdo|dĭdi, ĕre||intr. |int., être disposé à croire, ajouter foi, [avec le datif] / [pris abst]|accredo|adcr-
accresco|accresco|crēvi, crētum, ĕre||intr. |aller en s'accroissant / s'ajouter à|accresco|accresco
adcresco|adcresco|crēvi, crētum, ĕre||intr. |aller en s'accroissant / s'ajouter à|accresco|adcr-
accretio|accrētĭo|ōnis|f.|subst.|accroissement, augmentation|accretio|accrētĭo
adcretio|adcrētĭo|ōnis|f.|subst.|accroissement, augmentation|accretio|adcr-
accubo|accŭbo|āre||intr. |[abst] être couché / être étendu sur le lit de table, être à table|accubo|accŭbo
adcubo|adcŭbo|āre||intr. |[abst] être couché / être étendu sur le lit de table, être à table|accubo|adcŭbo
acerneus|ăcernĕus|a, um||adj.|d'érable|acerneus|ăcernĕus
acernus|ăcernus|a, um||adj.|d'érable|acerneus|ăcernus
Acerrae|Acerrae|ārum|f.|subst.|Acerres [ville de Campanie] / [ville d'Ombrie]|Acerrae|Acerrae
Acerrani|Acerrāni|ōrum|m.|subst.|habitants d'Acerres (Campanie)|Acerrae|-āni
Acesinus|Acĕsīnus|i|m.|subst.|comme le préc. / fleuve de Scythie|Acesinus|Acĕsīnus
Acesinus|Acĕsīnus|a, um||adj.|de l'Acésinus|Acesinus|-nus
Acesta|Acesta|ae|f.|subst.|Ségeste [ville de Sicile]|Acesta|Acesta
Acestaeus|Acestaeus|a, um||adj.|de Ségeste|Acesta|-taeus
Acestensis|Acestensis|e||adj.|de Ségeste|Acesta|-tensis
Achan|Achan||||Hébreu lapidé par l'ordre de Josué|Achan|Achan
Achar|Achar||||Hébreu lapidé par l'ordre de Josué|Achan|Achar
Acharnae|Acharnae|ārum|f.|subst.|Acharnes [bourg de l'Attique]|Acharnae|Acharnae
Acharnanus|Acharnānus|a, um||adj.|Acharnien|Acharnae|-nānus
Acharneus|Acharneūs|i|m.|subst.|Acharnien|Acharnae|-neūs
Acheloias|Achĕlōĭas|ădis|f.|subst.|au pl., les Achéloïdes, les Sirènes|Acheloias|Achĕlōĭas
Achelois|Achĕlōis|ĭdis|f.|subst.|au pl., les Achéloïdes, les Sirènes|Acheloias|Achĕlōis
Acheronticus|Achĕrontĭcus|a, um||adj.|de l'Achéron|Acheronticus|Achĕrontĭcus
Acherontius|Achĕrontius|a, um||adj.|de l'Achéron|Acheronticus|-tius
Acheruns|Achĕruns|untis|m.|subst.|]|Acheruns|Achĕruns
Acherunticus|Achĕruntĭcus|a, um||adj.|de l'Achéron|Acheruns|-tĭcus
Acheruntini|Achĕruntīni|ōrum|m.|subst.|riverains de l'Achéron (Bruttium)|Acheruns|-tīni
achillea|achillēa|ae|f.|subst.|millefeuille|achillea|achillēa
achilleos|achillēos|i|f.|subst.|millefeuille|achillea|achillēos
Achilleus|Achillēus|a, um||adj.|v. Leuce|Achilleus|Achillēus
Achilliacus|Achillĭăcus|a, um||adj.||Achilleus|-ĭăcus
Achivus|Achīvus|a, um||adj.|grec|Achivus|Achīvus
Achivi|Achīvi|ōrum|m.|subst.|les Grecs|Achivus|Achīvi
achor|achōr|ōris|m.|subst.|teigne des enfants|achor|achōr
achora|achora|ae|f.|subst.|teigne des enfants|achor|achora
Acilla|Acilla|a, um||adj.|ville d'Afrique, près de Thapsus|Acilla|Acilla
Acylla|Acylla|a, um||adj.|ville d'Afrique, près de Thapsus|Acilla|Acylla
Acholla|Acholla|a, um||adj.|ville d'Afrique, près de Thapsus|Acilla|Acholla
Achilla|Achilla|a, um||adj.|ville d'Afrique, près de Thapsus|Acilla|Achilla
Achulla|Achulla|a, um||adj.|ville d'Afrique, près de Thapsus|Acilla|Achulla
Acillitanus|Acillĭtānus|a, um||adj.|d'Acilla|Acilla|-ĭtānus
acinaticius|acĭnātĭcĭus|a, um||adj.|fait avec du raisin|acinaticius|acĭnātĭcĭus
acinaticus|acĭnātīcus|a, um||adj.|fait avec du raisin|acinaticius|-tīcus
Acincum|Acincum|i|n.|subst.|ville de Pannonie|Acincum|Acincum
Aquincum|Aquincum|i|n.|subst.|ville de Pannonie|Acincum|Aquincum
acinus|ăcĭnus|i|m.|subst.|petite baie; grain de raisin / baie du lierre, de la grenade, etc.|acinus|ăcĭnus
acina|ăcĭna|ōrum ae|n. f.|subst.|petite baie; grain de raisin / baie du lierre, de la grenade, etc.|acinus|ăcĭna
acipenser|ăcĭpensĕr|ĕris|m.|subst.|poisson de mer de la famille des esturgeons|acipenser|ăcĭpensĕr
acupenser|acupenser|is|||poisson de mer de la famille des esturgeons|acipenser|acupenser
aquipenser|aquipenser|is|||poisson de mer de la famille des esturgeons|acipenser|aquipenser
acipensis|acipensis|is||||acipenser|acipensis
acnafus|acnafus|a, um||adj.|non foulé, encore neuf|acnafus|acnafus
agnafus|agnafus|a, um||adj.|non foulé, encore neuf|acnafus|agn-
acnua|acnua|ae|f.|subst.|mesure de superficie [120 pieds carrés]|acnua|acnua
agnua|agnua|ae|f.|subst.|mesure de superficie [120 pieds carrés]|acnua|agn-
acoluthus|ăcŏlūthus|um ŏn|||qui suit ; [substantif m.] acolyte, clerc qui sert l'officiant à l'autel|acoluthus|ăcŏlūthus
acoluthos|ăcŏlūthos|um ŏn|||qui suit ; [substantif m.] acolyte, clerc qui sert l'officiant à l'autel|acoluthus|-os
acone|ăcŏnē|ae|f.|subst.|pierre à aiguiser|1 acone|ăcŏnē
acona|ăcŏna|ae|f.|subst.|pierre à aiguiser|1 acone|-a
acoron|ăcŏron|i|n.|subst.|iris jaune|acoron|ăcŏron
acorum|ăcŏrum|i|n.|subst.|iris jaune|acoron|-rum
acquiesco|acquĭesco|quiēvī, quiētum, escĕre|||se reposer / prendre le dernier repos, mourir / [fig., en parl. de choses] / trouver le calme de l'âme / in aliqua re, dans qqch / [avec idée de contentement] / se complaire dans l'affection des jeunes gens ; [avec abl. de cause] / se reposer sur, avoir foi, avoir confiance en [avec dat.] / non acquiescere, ne pas consentir à|acquiesco|acquĭesco
adquiesco|adquĭesco|quiēvī, quiētum, escĕre|||se reposer / prendre le dernier repos, mourir / [fig., en parl. de choses] / trouver le calme de l'âme / in aliqua re, dans qqch / [avec idée de contentement] / se complaire dans l'affection des jeunes gens ; [avec abl. de cause] / se reposer sur, avoir foi, avoir confiance en [avec dat.] / non acquiescere, ne pas consentir à|acquiesco|adq-
acquiro|acquīro|quīsīvi, quīsītum, ĕre||tr. |tr., ajouter à ce qu'on a, à ce qui est / ajouter à, acquérir en plus / acquérir, [se] procurer / [abst] acquérir, s'enrichir / formes syncopées|acquiro|acquīro
adquiro|adquīro|quīsīvi, quīsītum, ĕre||tr. |tr., ajouter à ce qu'on a, à ce qui est / ajouter à, acquérir en plus / acquérir, [se] procurer / [abst] acquérir, s'enrichir / formes syncopées|acquiro|adq-
acquisitio|acquīsītĭo|ōnis|f.|subst.|accroissement, augmentation|acquisitio|acquīsītĭo
adquisitio|adquīsītĭo|ōnis|f.|subst.|accroissement, augmentation|acquisitio|adq-
Acragas|Acrăgās|antis|m.|subst.|Agrigente [ville de Sicile, sur une hauteur]|Acragas|Acrăgās
Acragantinus|Acrăgantīnus|a, um||adj.|d'Acragas [Agrigente]|Acragas|-gantīnus
acratophoros|ăcrātŏphŏrŏs|i|m.|subst.|vase à vin|acratophoros|ăcrātŏphŏrŏs
acratophoron|ăcrātŏphŏrŏn|i|n.|subst.|vase à vin|acratophoros|-phŏrŏn
acrifolium|acrĭfŏlĭum|ĭi|n.|subst.|houx|acrifolium|acrĭfŏlĭum
aquifolium|ăquĭfŏlĭum|ĭi|n.|subst.|houx|acrifolium|ăquĭfŏlĭum
acrufolius|acrŭfŏlĭus|a, um||adj.|de houx|acrifolium|acrŭfŏlĭus
aquifolia|ăquĭfŏlĭa|ae|f.|subst.|aquifolium,|acrifolium|ăquĭfŏlĭa
Acrisione|Acrĭsiōnē|ēs|f.|subst.|Danaé, fille d'Acrisius|Acrisione|Acrĭsiōnē
Acrisioneus|Acrĭsiōnēus|a, um||adj.|d'Acrisius, argien|Acrisione|-nēus
Acrisioniades|Acrĭsiōniădēs|ae|m.|subst.|descendant d'Acrisius [Persée]|Acrisione|-niădēs
acro|ăcro|ōnis|m.|subst.|extrémités du porc|acro|ăcro
acron|acrōn|ōnis|m.|subst.|extrémités du porc|acro|acrōn
Acroceraunia|Acrŏcĕraunĭa|ōrum|n.|subst.|monts Acrocérauniens [en Épire]|Acroceraunia|Acrŏcĕraunĭa
Acroceraunium|Acrŏcĕraunĭum|ĭi|n.|subst.|promontoire d'Épire|Acroceraunia|-nĭum
Acroceraunius|Acrŏcĕraunĭus|a, um||adj.|acrocéraunien ; [mét.] dangereux|Acroceraunia|-nĭus
acronychos|acronychos|a, um||adj.|du commencement de la nuit|acronychos|acronychos
acronychus|acronychus|a, um||adj.|du commencement de la nuit|acronychos|-us
Actaeus|Actaeus|a, um||adj.|de l'Attique, attique, athénien|2 Actaeus|Actaeus
Actaei|Actaei|ōrum|m.|subst.|les Athéniens|2 Actaeus|Actaei
Actor|Actor|ŏris|m.|subst.|père de Ménoetius, grand-père de Patrocle|2 Actor|Actor
Actorides|Actŏrĭdēs|ae|m.|subst.|descendant d'Actor / personn. divers|2 Actor|-ĭdēs
acua|ăcŭa||||v. aqua, aquarius.|acua|ăcŭa
acuarius|ăcŭārius||||v. aqua, aquarius.|acua|ăcŭārius
acutus|ăcūtus|a, um|pl. n.|part. adj. |aigu [en parlant du son, dessus de la voix]|1 acutus|ăcūtus
acuta|acuta||||aigu, pénétrant, fin [en parlant de l'intelligence] / [en parlant des sens] / [en parlant du style] fin, d'une simplicité qui porte, d'une précision pénétrante / [gram.] aigu|1 acutus|acuta
Adad|Adad|i|m.|subst.|le premier des dieux chez les Assyriens / nom de rois|Adad|Adad
Adadus|Adadus|i|m.|subst.|le premier des dieux chez les Assyriens / nom de rois|Adad|Adadus
Adam|Adām|dae|m.|subst.|ind., et|Adam|Adām
Adam|Adam|dae|m.|subst.|Adam, le premier homme|Adam|Adam
Adamus|Adāmus|i|m.|subst.|Adam, le premier homme|Adam|Adāmus
adamanteus|ădămantēus|a, um||adj.|d'acier, dur comme l'acier|adamanteus|ădămantēus
adamantinus|ădămantĭnus|a, um||adj.|d'acier, dur comme l'acier|adamanteus|ădămantĭnus
adamas|ădămās|antis|m.|subst.|le fer le plus dur, acier / le diamant|adamas|ădămās
adamans|ădămans|antis|m.|subst.|le fer le plus dur, acier / le diamant|adamas|ădămans
adarca|ădarca|ae|f.|subst.|espèce d'écume qui s'attache aux roseaux|adarca|ădarca
adarce|ădarcē|ēs|f.|subst.|espèce d'écume qui s'attache aux roseaux|adarca|ădarcē
addenseo|addensĕo|ēre||tr. |tr., rendre plus épais, plus compact|addenseo|addensĕo
addenso|addenso|āre|||[employé au pass. moyen] s'épaissir, se condenser|addenseo|addenso
addormio|addormĭo|īre||intr. |int. et|addormio|addormĭo
addormisco|addormisco|ĕre|||s'endormir|addormio|addormisco
Addua|Addua|ae|m.|subst.|affluent du Pô|Addua|Addua
Adua|Adua|ae|m.|subst.|affluent du Pô|Addua|Adua
Adelphi|Adelphī|ōrum|m.|subst.|les Adelphes, comédie de Térence / pièce de Pomponius|Adelphi|Adelphī
Adelphoe|Adelphoe|ōrum|m.|subst.|les Adelphes, comédie de Térence / pièce de Pomponius|Adelphi|Adelphoe
ademptus|ădemptus|a, um||part. |qqf mss|ademptus|ădemptus
ademtus|ădemtus|a, um||part. |part. de adimo.|ademptus|ădemtus
adfabricatus|adfabrĭcātus|a, um||adj.|fabriqué après coup, ajouté|adfabricatus|adfabrĭcātus
affabricatus|affabrĭcātus|a, um||adj.|fabriqué après coup, ajouté|adfabricatus|aff-
adgero|adgĕro|gessī, gestum, gĕrĕre||tr. |porter à (vers), apporter / entasser / [fig.] produire (alléguer) en masse|adgero|adgĕro
aggero|aggĕro|gessī, gestum, gĕrĕre||tr. |porter à (vers), apporter / entasser / [fig.] produire (alléguer) en masse|adgero|agg-
adgravatio|adgrăvātĭo|ōnis|f.|subst.|surcharge / pesanteur, malaise|adgravatio|adgrăvātĭo
aggravatio|aggrăvātĭo|ōnis|f.|subst.|surcharge / pesanteur, malaise|adgravatio|aggr-
adgravesco|adgrăvesco|ĕre||intr. |int., s'alourdir / s'aggraver [maladie]|adgravesco|adgrăvesco
adgravasco|adgrăvasco|ĕre||intr. |int., s'alourdir / s'aggraver [maladie]|adgravesco|-vasco
Adiabene|Adĭăbēnē|ēs|f.|subst.|Adiabène [contrée d'Assyrie]|Adiabene|Adĭăbēnē
Adiabena|Adĭăbēna|ae|f.|subst.|Adiabène [contrée d'Assyrie]|Adiabene|Adĭăbēna
Adiabenus|Adĭăbēnus|a, um||adj.|de l'Adiabène|Adiabene|-bēnus
Adiabeni|Adĭăbēni|ōrum|m.|subst.|habitants de l'Adiabène|Adiabene|-bēni
adipatus|ădĭpātus|a, um|pl. n.|adj.|gras; [au fig., en parl. de style], épais|adipatus|ădĭpātus
adipata|adipata||||pâté gras|adipatus|adipata
Adipsos|Adipsŏs|i|f.|subst.|Adipse [ville de l'Égypte inférieure]|Adipsos|Adipsŏs
Adipson|Adipsŏn|i|n.|subst.|Adipse [ville de l'Égypte inférieure]|Adipsos|Adipsŏn
aditicula|ădĭtĭcŭla|ae|f.|subst.|dim. de aditus), petite entrée, petit passage|aditicula|ădĭtĭcŭla
aditiculus|ădĭtĭcŭlus|i|m.|subst.|dim. de aditus), petite entrée, petit passage|aditicula|ădĭtĭcŭlus
adjuvamen|adjŭvāmĕn|ĭnis|n.|subst.|aide, secours|adjuvamen|adjŭvāmĕn
adjuvamentum|adjuvāmentum|i|n.|subst.|aide, secours|adjuvamen|adjuvāmentum
adlatum|adlātum||||de adfero.|adlatum|adlātum
adlatus|adlātus||||de adfero.|adlatum|adlātus
adlicefacio|adlĭcĕfăcĭo|ĕre||tr. |tr., attirer|adlicefacio|adlĭcĕfăcĭo
allicefacio|allicĕfăcĭo|ĕre||tr. |tr., attirer|adlicefacio|allic-
adligamen|adlĭgāmĕn|ĭnis|n.|subst.|c. adligatio|adligamen|adlĭgāmĕn
adligamentum|adlĭgāmentum|i|n.|subst.|c. adligatio|adligamen|adlĭgāmentum
adlubesco|adlŭbesco|ĕre||intr. |int. / complaire à qqn [alicui] / [abst] commencer à plaire (à être du goût de qqn) / commencer à avoir du goût pour qqch [alicui rei]|adlubesco|adlŭbesco
allubesco|allūbesco|ĕre||intr. |int. / complaire à qqn [alicui] / [abst] commencer à plaire (à être du goût de qqn) / commencer à avoir du goût pour qqch [alicui rei]|adlubesco|allūb-
adluceo|adlūcĕo|lūxi, ēre||intr. |int., briller, luire auprès, en outre / briller (à) pour qqn [alicui] / [impers.]|adluceo|adlūcĕo
alluceo|allūcĕo|lūxi, ēre||intr. |int., briller, luire auprès, en outre / briller (à) pour qqn [alicui] / [impers.]|adluceo|allūc-
adlusio|adlūsĭo|ōnis|f.|subst.|action de jouer avec|adlusio|adlūsĭo
allusio|allūsĭo|ōnis|f.|subst.|action de jouer avec|adlusio|allūs-
admoram|admōram||||v. admoveo|admoram|admōram
