abiegineus|ăbĭĕgĭnĕus|ăbĭĕgĭnĕus|a, um||adj.|c. abiegnus
abiegineus|ăbĭēgnĕus|ăbĭēgnĕus|a, um||adj.|c. abiegnus
abiegineus|ăbĭēgnĭus|ăbĭēgnĭus|a, um||adj.|c. abiegnus
Abitinae|Abitinae|Abitinae|ārum|f.|subst.|ville d'Afrique
Abitinae|Abitinensis|-nensis|e||adj.|d'Abitinae
Aborigines|Abŏrīgĭnes|Abŏrīgĭnes|um|m.|subst.|premiers habitants d'un pays / Aborigènes [peuple primitif de l'Italie]
Aborigines|Abŏrīgĭnĕus|-gĭnĕus|a, um||adj.|relatif aux Aborigènes
abrelinquo|abrĕlinquo|abrĕlinquo|līqui, ĕre||tr. |tr., laisser
abrelinquo|abrĕlictus|-lictus|a, um||adj.|abandonné
abremissa|abrĕmissa|abrĕmissa|ōrum|n.|subst.|rémission
abremissa|abrĕmissa|abrĕmissa|ae|f.|subst.|rémission
abremissa|abrĕmissĭo|abrĕmissĭo|ōnis|f.|subst.|rémission
Abrincates|Abrincates|Abrincates|um|m.|subst.|les Abrincates [auj. Avranches]
Abrincates|Abrincatae|Abrincatae|ārum|m.|subst.|les Abrincates [auj. Avranches]
Abrincates|Abrincatēni|Abrincatēni|ōrum|m.|subst.|les Abrincates [auj. Avranches]
Abrincates|Abrincatui|Abrincatui|ōrum|m.|subst.|les Abrincates [auj. Avranches]
abrogo|abrŏgo|abrŏgo|āvi, ātum, āre|pl. n.|tr. |fidem alicui, alicui rei, enlever le crédit à qqn, à qqch / imperium, magistratum, etc., alicui, enlever à qqn ses pouvoirs, ses fonctions, sa charge / supprimer, abroger [une loi] / [en gén.] enlever, supprimer
abrogo|abrogata|abrogata||||des choses abolies
abrotonum|abrŏtŏnum|abrŏtŏnum|i|n.|subst.|aurone [plante médicinale]. qqf habrot-.
abrotonum|abrŏtŏnus|abrŏtŏnus|i|m.|subst.|aurone [plante médicinale]. qqf habrot-.
Absalom|Absalom|Absalom|indecl.|m.|subst.|Absalon [fils de David]
Absalom|Abessalon|Abessalon|indecl.|m.|subst.|Absalon [fils de David]
Absarrum|Absarrum|Absarrum|i|n.|subst.|fleuve de Colchide
Absarrum|Absarus|Absarus|i|m.|subst.|fleuve de Colchide
abscondi|abscondi|abscondi||||pf. de abscondo.
abscondi|abscondĭdi|abscondĭdi||||pf. de abscondo.
absis|absis|absis|īdis|f.|subst.|ou mieux
absis|apsis|apsis|īdis|f.|subst.|arc, voûte / course d'une planète / assiette / choeur d'une église
Abydus|Abȳdus|Abȳdus|i|f.|subst.|[ville de la Haute-Égypte]
Abydus|Abȳdos|Abȳdos|i|n.|subst.|[ville de la Haute-Égypte]
Abydus|Abȳdum|Abȳdum|i|n.|subst.|[ville de la Haute-Égypte]
Acalandrus|Acalandrus|Acalandrus||||fleuve de Lucanie
Acalandrus|Acalander|-der||||fleuve de Lucanie
acanthice|acanthicē|acanthicē|ēs|f.|subst.|[joint à
acanthice|mastichē|mastichē||||], suc de la plante nommée helxine
acarna|acarna|acarna||||v. acharne.
acarna|acarnē|acarnē||||v. acharne.
Acarnanicus|Acarnānĭcus|Acarnānĭcus|a, um||adj.|acarnanien
Acarnanicus|Acarnānus|-nānus|a, um||adj.|
acatalecticus|ăcătălectĭcus|ăcătălectĭcus|a, um||adj.|acatalectique [le contraire de catalectique ; donc vers qui a son dernier pied complet]
acatalecticus|ăcătălectus|ăcătălectus|a, um||adj.|acatalectique [le contraire de catalectique ; donc vers qui a son dernier pied complet]
Acaunensis|Acaunensis|Acaunensis|e||adj.|d'Acaunus
Acaunensis|Agaunensis|Agaunensis|e||adj.|d'Acaunus
Acaunus|Acaunus|Acaunus|i|m.|subst.|nom de lieu du pays des Nantuates (Saint-Maurice dans le Valais)
Acaunus|Acauni|Acauni|ōrum|m.|subst.|habitants d'Acaunus
accanto|accanto|accanto|āre||intr. |int., chanter auprès de [dat.]
accanto|adcanto|adcanto|āre||intr. |int., chanter auprès de [dat.]
accenseo|accensĕo|accensĕo|censum, ēre||tr. |tr., mettre au nombre de, rattacher à, alicui, alicui rei, à qqn, à qqch
accenseo|adcensĕo|adcensĕo|censum, ēre||tr. |tr., mettre au nombre de, rattacher à, alicui, alicui rei, à qqn, à qqch
acceptilatio|acceptīlātĭo|acceptīlātĭo|ōnis|f.|subst.|acceptilation, action de porter comme reçu [décharge, quittance]
acceptilatio|accepti lātĭo|accepti lātĭo|ōnis|f.|subst.|acceptilation, action de porter comme reçu [décharge, quittance]
accidentaliter|accĭdentālĭtĕr|accĭdentālĭtĕr||||accidentellement
accidentaliter|accĭdentĕr|accĭdentĕr||||accidentellement
Accius|Accĭus|Accĭus|ĭi|m.|subst.|L. Accius [poète romain]
Accius|Accĭa|Accĭa|ae|f.|subst.|L. Accius [poète romain]
acclamatio|acclāmātĭo|acclāmātĭo|ōnis|f.|subst.|cris à l'adresse de qqn / acclamation / [en mauv. part] huée, clameur / action de crier / [rhét.] exclamation
acclamatio|adclāmātĭo|adcl-|ōnis|f.|subst.|cris à l'adresse de qqn / acclamation / [en mauv. part] huée, clameur / action de crier / [rhét.] exclamation
acclamo|acclāmo|acclāmo|āvi, ātum, āre||intr. |pousser des cris à l'adresse de qqn ou de qqch, pour protester ou blâmer / [avec prop. inf.] crier en réponse que protester que / [pour louer] / répondre par des cris / en réponse s'élèvent les cris « lis, lis » ; [avec prop. inf.] répondre par acclamation que / [avec ut] en réponse demander à grands cris que / [avec acc. de la chose criée] crier à l'adresse de qqn
acclamo|adclāmo|adcl-|āvi, ātum, āre||intr. |pousser des cris à l'adresse de qqn ou de qqch, pour protester ou blâmer / [avec prop. inf.] crier en réponse que protester que / [pour louer] / répondre par des cris / en réponse s'élèvent les cris « lis, lis » ; [avec prop. inf.] répondre par acclamation que / [avec ut] en réponse demander à grands cris que / [avec acc. de la chose criée] crier à l'adresse de qqn
acclaro|acclāro|acclāro|āvi, āre||tr. |et clarus), tr., rendre clair, faire voir clairement
acclaro|adclāro|adcl-|āvi, āre||tr. |et clarus), tr., rendre clair, faire voir clairement
acclinis|acclīnis|acclīnis|e||adj.|appuyé à ou contre, adossé à
acclinis|adclīnis|adcl-|e||adj.|appuyé à ou contre, adossé à
acclino|acclīno|acclīno|āvi, ātum, āre||tr. |tr., appuyer à ou contre, incliner vers
acclino|adclīno|adcl-|āvi, ātum, āre||tr. |tr., appuyer à ou contre, incliner vers
acclivis|acclīvis|acclīvis|e||adj.|qui a une pente montante [pente vue d'en bas], qui va en montant
acclivis|adclīvis|adcl-|e||adj.|qui a une pente montante [pente vue d'en bas], qui va en montant
acclivis|acclivus|acclivus|a, um||adj.|
acclivitas|acclīvĭtās|acclīvĭtās|ātis|f.|subst.|montée, pente en montée / hauteur, colline
acclivitas|adclīvĭtās|adcl-|ātis|f.|subst.|montée, pente en montée / hauteur, colline
accognosco|accognosco|accognosco|ōvi, ĭtum, ĕre||tr. |tr., reconnaître
accognosco|adcognosco|adcogn-|ōvi, ĭtum, ĕre||tr. |tr., reconnaître
accolo|accŏlo|accŏlo|cŏlŭi, cultum, ĕre||tr. |tr., habiter auprès
accolo|adcŏlo|adcŏlo|cŏlŭi, cultum, ĕre||tr. |tr., habiter auprès
accommodate|accommŏdātē|accommŏdātē||||[avec ad
accommodate|adcommŏdātē|adcom-||||[avec ad
accommodatio|accommŏdātĭo|accommŏdātĭo|ōnis|f.|subst.|appropriation / esprit d'accommodement
accommodatio|adcommŏdātĭo|adcom-|ōnis|f.|subst.|appropriation / esprit d'accommodement
accommodatus|accommŏdātus|accommŏdātus|a, um||part. adj. |adj., approprié à
accommodatus|adcommŏdātus|adcom-|a, um||part. adj. |adj., approprié à
accommodo|accommŏdo|accommŏdo|āvi, ātum, āre||tr. |accommodari [avec in acc.] s'adapter à, s'appliquer à / appliquer [son esprit, ses soins, son attention] à qqch / [droit] attribuer, accorder
accommodo|adcommŏdo|adcom-|āvi, ātum, āre||tr. |accommodari [avec in acc.] s'adapter à, s'appliquer à / appliquer [son esprit, ses soins, son attention] à qqch / [droit] attribuer, accorder
accommodus|accommŏdus|accommŏdus|a, um||adj.|approprié à, convenable pour [avec dat.]
accommodus|adcommŏdus|adcom-|a, um||adj.|approprié à, convenable pour [avec dat.]
accredo|accrēdo|accrēdo|dĭdi, ĕre||intr. |int., être disposé à croire, ajouter foi, [avec le datif] / [pris abst]
accredo|adcrēdo|adcr-|dĭdi, ĕre||intr. |int., être disposé à croire, ajouter foi, [avec le datif] / [pris abst]
accresco|accresco|accresco|crēvi, crētum, ĕre||intr. |aller en s'accroissant / s'ajouter à
accresco|adcresco|adcr-|crēvi, crētum, ĕre||intr. |aller en s'accroissant / s'ajouter à
accretio|accrētĭo|accrētĭo|ōnis|f.|subst.|accroissement, augmentation
accretio|adcrētĭo|adcr-|ōnis|f.|subst.|accroissement, augmentation
accubo|accŭbo|accŭbo|āre||intr. |[abst] être couché / être étendu sur le lit de table, être à table
accubo|adcŭbo|adcŭbo|āre||intr. |[abst] être couché / être étendu sur le lit de table, être à table
acerneus|ăcernĕus|ăcernĕus|a, um||adj.|d'érable
acerneus|ăcernus|ăcernus|a, um||adj.|d'érable
Acerrae|Acerrae|Acerrae|ārum|f.|subst.|Acerres [ville de Campanie] / [ville d'Ombrie]
Acerrae|Acerrāni|-āni|ōrum|m.|subst.|habitants d'Acerres (Campanie)
Acesinus|Acĕsīnus|Acĕsīnus|i|m.|subst.|comme le préc. / fleuve de Scythie
Acesinus|Acĕsīnus|-nus|a, um||adj.|de l'Acésinus
Acesta|Acesta|Acesta|ae|f.|subst.|Ségeste [ville de Sicile]
Acesta|Acestaeus|-taeus|a, um||adj.|de Ségeste
Acesta|Acestensis|-tensis|e||adj.|de Ségeste
Achan|Achan|Achan||||Hébreu lapidé par l'ordre de Josué
Achan|Achar|Achar||||Hébreu lapidé par l'ordre de Josué
Acharnae|Acharnae|Acharnae|ārum|f.|subst.|Acharnes [bourg de l'Attique]
Acharnae|Acharnānus|-nānus|a, um||adj.|Acharnien
Acharnae|Acharneūs|-neūs|i|m.|subst.|Acharnien
Acheloias|Achĕlōĭas|Achĕlōĭas|ădis|f.|subst.|au pl., les Achéloïdes, les Sirènes
Acheloias|Achĕlōis|Achĕlōis|ĭdis|f.|subst.|au pl., les Achéloïdes, les Sirènes
Acheronticus|Achĕrontĭcus|Achĕrontĭcus|a, um||adj.|de l'Achéron
Acheronticus|Achĕrontius|-tius|a, um||adj.|de l'Achéron
Acheruns|Achĕruns|Achĕruns|untis|m.|subst.|]
Acheruns|Achĕruntĭcus|-tĭcus|a, um||adj.|de l'Achéron
Acheruns|Achĕruntīni|-tīni|ōrum|m.|subst.|riverains de l'Achéron (Bruttium)
achillea|achillēa|achillēa|ae|f.|subst.|millefeuille
achillea|achillēos|achillēos|i|f.|subst.|millefeuille
Achilleus|Achillēus|Achillēus|a, um||adj.|v. Leuce
Achilleus|Achillĭăcus|-ĭăcus|a, um||adj.|
Achivus|Achīvus|Achīvus|a, um||adj.|grec
Achivus|Achīvi|Achīvi|ōrum|m.|subst.|les Grecs
achor|achōr|achōr|ōris|m.|subst.|teigne des enfants
achor|achora|achora|ae|f.|subst.|teigne des enfants
Acilla|Acilla|Acilla|a, um||adj.|ville d'Afrique, près de Thapsus
Acilla|Acylla|Acylla|a, um||adj.|ville d'Afrique, près de Thapsus
Acilla|Acholla|Acholla|a, um||adj.|ville d'Afrique, près de Thapsus
Acilla|Achilla|Achilla|a, um||adj.|ville d'Afrique, près de Thapsus
Acilla|Achulla|Achulla|a, um||adj.|ville d'Afrique, près de Thapsus
Acilla|Acillĭtānus|-ĭtānus|a, um||adj.|d'Acilla
acinaticius|acĭnātĭcĭus|acĭnātĭcĭus|a, um||adj.|fait avec du raisin
acinaticius|acĭnātīcus|-tīcus|a, um||adj.|fait avec du raisin
Acincum|Acincum|Acincum|i|n.|subst.|ville de Pannonie
Acincum|Aquincum|Aquincum|i|n.|subst.|ville de Pannonie
acinus|ăcĭnus|ăcĭnus|i|m.|subst.|petite baie; grain de raisin / baie du lierre, de la grenade, etc.
acinus|ăcĭna|ăcĭna|ōrum ae|n. f.|subst.|petite baie; grain de raisin / baie du lierre, de la grenade, etc.
acipenser|ăcĭpensĕr|ăcĭpensĕr|ĕris|m.|subst.|poisson de mer de la famille des esturgeons
acipenser|acupenser|acupenser|is|||poisson de mer de la famille des esturgeons
acipenser|aquipenser|aquipenser|is|||poisson de mer de la famille des esturgeons
acipenser|acipensis|acipensis|is|||
acnafus|acnafus|acnafus|a, um||adj.|non foulé, encore neuf
acnafus|agnafus|agn-|a, um||adj.|non foulé, encore neuf
acnua|acnua|acnua|ae|f.|subst.|mesure de superficie [120 pieds carrés]
acnua|agnua|agn-|ae|f.|subst.|mesure de superficie [120 pieds carrés]
acoluthus|ăcŏlūthus|ăcŏlūthus|um ŏn|||qui suit ; [substantif m.] acolyte, clerc qui sert l'officiant à l'autel
acoluthus|ăcŏlūthos|-os|um ŏn|||qui suit ; [substantif m.] acolyte, clerc qui sert l'officiant à l'autel
1 acone|ăcŏnē|ăcŏnē|ae|f.|subst.|pierre à aiguiser
1 acone|ăcŏna|-a|ae|f.|subst.|pierre à aiguiser
acoron|ăcŏron|ăcŏron|i|n.|subst.|iris jaune
acoron|ăcŏrum|-rum|i|n.|subst.|iris jaune
acquiesco|acquĭesco|acquĭesco|quiēvī, quiētum, escĕre|||se reposer / prendre le dernier repos, mourir / [fig., en parl. de choses] / trouver le calme de l'âme / in aliqua re, dans qqch / [avec idée de contentement] / se complaire dans l'affection des jeunes gens ; [avec abl. de cause] / se reposer sur, avoir foi, avoir confiance en [avec dat.] / non acquiescere, ne pas consentir à
acquiesco|adquĭesco|adq-|quiēvī, quiētum, escĕre|||se reposer / prendre le dernier repos, mourir / [fig., en parl. de choses] / trouver le calme de l'âme / in aliqua re, dans qqch / [avec idée de contentement] / se complaire dans l'affection des jeunes gens ; [avec abl. de cause] / se reposer sur, avoir foi, avoir confiance en [avec dat.] / non acquiescere, ne pas consentir à
acquiro|acquīro|acquīro|quīsīvi, quīsītum, ĕre||tr. |tr., ajouter à ce qu'on a, à ce qui est / ajouter à, acquérir en plus / acquérir, [se] procurer / [abst] acquérir, s'enrichir / formes syncopées
acquiro|adquīro|adq-|quīsīvi, quīsītum, ĕre||tr. |tr., ajouter à ce qu'on a, à ce qui est / ajouter à, acquérir en plus / acquérir, [se] procurer / [abst] acquérir, s'enrichir / formes syncopées
acquisitio|acquīsītĭo|acquīsītĭo|ōnis|f.|subst.|accroissement, augmentation
acquisitio|adquīsītĭo|adq-|ōnis|f.|subst.|accroissement, augmentation
Acragas|Acrăgās|Acrăgās|antis|m.|subst.|Agrigente [ville de Sicile, sur une hauteur]
Acragas|Acrăgantīnus|-gantīnus|a, um||adj.|d'Acragas [Agrigente]
acratophoros|ăcrātŏphŏrŏs|ăcrātŏphŏrŏs|i|m.|subst.|vase à vin
acratophoros|ăcrātŏphŏrŏn|-phŏrŏn|i|n.|subst.|vase à vin
acrifolium|acrĭfŏlĭum|acrĭfŏlĭum|ĭi|n.|subst.|houx
acrifolium|ăquĭfŏlĭum|ăquĭfŏlĭum|ĭi|n.|subst.|houx
acrifolium|acrŭfŏlĭus|acrŭfŏlĭus|a, um||adj.|de houx
acrifolium|ăquĭfŏlĭa|ăquĭfŏlĭa|ae|f.|subst.|aquifolium,
Acrisione|Acrĭsiōnē|Acrĭsiōnē|ēs|f.|subst.|Danaé, fille d'Acrisius
Acrisione|Acrĭsiōnēus|-nēus|a, um||adj.|d'Acrisius, argien
Acrisione|Acrĭsiōniădēs|-niădēs|ae|m.|subst.|descendant d'Acrisius [Persée]
acro|ăcro|ăcro|ōnis|m.|subst.|extrémités du porc
acro|acrōn|acrōn|ōnis|m.|subst.|extrémités du porc
Acroceraunia|Acrŏcĕraunĭa|Acrŏcĕraunĭa|ōrum|n.|subst.|monts Acrocérauniens [en Épire]
Acroceraunia|Acrŏcĕraunĭum|-nĭum|ĭi|n.|subst.|promontoire d'Épire
Acroceraunia|Acrŏcĕraunĭus|-nĭus|a, um||adj.|acrocéraunien ; [mét.] dangereux
acronychos|acronychos|acronychos|a, um||adj.|du commencement de la nuit
acronychos|acronychus|-us|a, um||adj.|du commencement de la nuit
2 Actaeus|Actaeus|Actaeus|a, um||adj.|de l'Attique, attique, athénien
2 Actaeus|Actaei|Actaei|ōrum|m.|subst.|les Athéniens
2 Actor|Actor|Actor|ŏris|m.|subst.|père de Ménoetius, grand-père de Patrocle
2 Actor|Actŏrĭdēs|-ĭdēs|ae|m.|subst.|descendant d'Actor / personn. divers
acua|ăcŭa|ăcŭa||||v. aqua, aquarius.
acua|ăcŭārius|ăcŭārius||||v. aqua, aquarius.
1 acutus|ăcūtus|ăcūtus|a, um|pl. n.|part. adj. |aigu [en parlant du son, dessus de la voix]
1 acutus|acuta|acuta||||aigu, pénétrant, fin [en parlant de l'intelligence] / [en parlant des sens] / [en parlant du style] fin, d'une simplicité qui porte, d'une précision pénétrante / [gram.] aigu
Adad|Adad|Adad|i|m.|subst.|le premier des dieux chez les Assyriens / nom de rois
Adad|Adadus|Adadus|i|m.|subst.|le premier des dieux chez les Assyriens / nom de rois
Adam|Adām|Adām|dae|m.|subst.|ind., et
Adam|Adam|Adam|dae|m.|subst.|Adam, le premier homme
Adam|Adāmus|Adāmus|i|m.|subst.|Adam, le premier homme
adamanteus|ădămantēus|ădămantēus|a, um||adj.|d'acier, dur comme l'acier
adamanteus|ădămantĭnus|ădămantĭnus|a, um||adj.|d'acier, dur comme l'acier
adamas|ădămās|ădămās|antis|m.|subst.|le fer le plus dur, acier / le diamant
adamas|ădămans|ădămans|antis|m.|subst.|le fer le plus dur, acier / le diamant
adarca|ădarca|ădarca|ae|f.|subst.|espèce d'écume qui s'attache aux roseaux
adarca|ădarcē|ădarcē|ēs|f.|subst.|espèce d'écume qui s'attache aux roseaux
addenseo|addensĕo|addensĕo|ēre||tr. |tr., rendre plus épais, plus compact
addenseo|addenso|addenso|āre|||[employé au pass. moyen] s'épaissir, se condenser
addormio|addormĭo|addormĭo|īre||intr. |int. et
addormio|addormisco|addormisco|ĕre|||s'endormir
Addua|Addua|Addua|ae|m.|subst.|affluent du Pô
Addua|Adua|Adua|ae|m.|subst.|affluent du Pô
Adelphi|Adelphī|Adelphī|ōrum|m.|subst.|les Adelphes, comédie de Térence / pièce de Pomponius
Adelphi|Adelphoe|Adelphoe|ōrum|m.|subst.|les Adelphes, comédie de Térence / pièce de Pomponius
ademptus|ădemptus|ădemptus|a, um||part. |qqf mss
ademptus|ădemtus|ădemtus|a, um||part. |part. de adimo.
adfabricatus|adfabrĭcātus|adfabrĭcātus|a, um||adj.|fabriqué après coup, ajouté
adfabricatus|affabrĭcātus|aff-|a, um||adj.|fabriqué après coup, ajouté
adgero|adgĕro|adgĕro|gessī, gestum, gĕrĕre||tr. |porter à (vers), apporter / entasser / [fig.] produire (alléguer) en masse
adgero|aggĕro|agg-|gessī, gestum, gĕrĕre||tr. |porter à (vers), apporter / entasser / [fig.] produire (alléguer) en masse
adgravatio|adgrăvātĭo|adgrăvātĭo|ōnis|f.|subst.|surcharge / pesanteur, malaise
adgravatio|aggrăvātĭo|aggr-|ōnis|f.|subst.|surcharge / pesanteur, malaise
adgravesco|adgrăvesco|adgrăvesco|ĕre||intr. |int., s'alourdir / s'aggraver [maladie]
adgravesco|adgrăvasco|-vasco|ĕre||intr. |int., s'alourdir / s'aggraver [maladie]
Adiabene|Adĭăbēnē|Adĭăbēnē|ēs|f.|subst.|Adiabène [contrée d'Assyrie]
Adiabene|Adĭăbēna|Adĭăbēna|ae|f.|subst.|Adiabène [contrée d'Assyrie]
Adiabene|Adĭăbēnus|-bēnus|a, um||adj.|de l'Adiabène
Adiabene|Adĭăbēni|-bēni|ōrum|m.|subst.|habitants de l'Adiabène
adipatus|ădĭpātus|ădĭpātus|a, um|pl. n.|adj.|gras; [au fig., en parl. de style], épais
adipatus|adipata|adipata||||pâté gras
Adipsos|Adipsŏs|Adipsŏs|i|f.|subst.|Adipse [ville de l'Égypte inférieure]
Adipsos|Adipsŏn|Adipsŏn|i|n.|subst.|Adipse [ville de l'Égypte inférieure]
aditicula|ădĭtĭcŭla|ădĭtĭcŭla|ae|f.|subst.|dim. de aditus), petite entrée, petit passage
aditicula|ădĭtĭcŭlus|ădĭtĭcŭlus|i|m.|subst.|dim. de aditus), petite entrée, petit passage
adjuvamen|adjŭvāmĕn|adjŭvāmĕn|ĭnis|n.|subst.|aide, secours
adjuvamen|adjuvāmentum|adjuvāmentum|i|n.|subst.|aide, secours
adlatum|adlātum|adlātum||||de adfero.
adlatum|adlātus|adlātus||||de adfero.
adlicefacio|adlĭcĕfăcĭo|adlĭcĕfăcĭo|ĕre||tr. |tr., attirer
adlicefacio|allicĕfăcĭo|allic-|ĕre||tr. |tr., attirer
adligamen|adlĭgāmĕn|adlĭgāmĕn|ĭnis|n.|subst.|c. adligatio
adligamen|adlĭgāmentum|adlĭgāmentum|i|n.|subst.|c. adligatio
adlubesco|adlŭbesco|adlŭbesco|ĕre||intr. |int. / complaire à qqn [alicui] / [abst] commencer à plaire (à être du goût de qqn) / commencer à avoir du goût pour qqch [alicui rei]
adlubesco|allūbesco|allūb-|ĕre||intr. |int. / complaire à qqn [alicui] / [abst] commencer à plaire (à être du goût de qqn) / commencer à avoir du goût pour qqch [alicui rei]
adluceo|adlūcĕo|adlūcĕo|lūxi, ēre||intr. |int., briller, luire auprès, en outre / briller (à) pour qqn [alicui] / [impers.]
adluceo|allūcĕo|allūc-|lūxi, ēre||intr. |int., briller, luire auprès, en outre / briller (à) pour qqn [alicui] / [impers.]
adlusio|adlūsĭo|adlūsĭo|ōnis|f.|subst.|action de jouer avec
adlusio|allūsĭo|allūs-|ōnis|f.|subst.|action de jouer avec
admoram|admōram|admōram||||v. admoveo
adnepos|adnĕpōs|adnĕpōs|ōtis|m.|subst.|fils, fille au 6e degré
adnepos|adneptis|adneptis|is|f.|subst.|fils, fille au 6e degré
adnuntiator|adnuntĭātŏr|adnuntĭātŏr|ōris|m.|subst.|qui annonce
adnuntiator|adnuntĭātrix|adnuntĭātrix||f.|subst.|īcis,
adnuo|adnŭo|adnŭo|nŭi, nūtum, ĕre||tr. intr. |faire un signe à, adresser un signe à / alicui, faire signe à qqn / indiquer par un signe [aliquem, aliquid qqn, qqch] / demander par signes / donner par signes son approbation, son assentiment / [acc. n. des pron.] / alicui rei, donner son approbation à qqch / alicui, donner son approbation, son consentement à qqn / alicui aliquid, consentir pour qqn à qqch, daigner accorder à qqn qqch / [avec inf.] permettre de
adnuo|annŭo|annŭo|nŭi, nūtum, ĕre||tr. intr. |faire un signe à, adresser un signe à / alicui, faire signe à qqn / indiquer par un signe [aliquem, aliquid qqn, qqch] / demander par signes / donner par signes son approbation, son assentiment / [acc. n. des pron.] / alicui rei, donner son approbation à qqch / alicui, donner son approbation, son consentement à qqn / alicui aliquid, consentir pour qqn à qqch, daigner accorder à qqn qqch / [avec inf.] permettre de
Adolenda|Adŏlenda|Adŏlenda|ae|f.|subst.|déesse qui préside à l'action de brûler; honorée par les frères Arvales, ainsi que
Adolenda|Commolenda|Commolenda||||ou Coinquenda
Adolenda|Deferunda|Deferunda||||comme manifestations d'une divinité unique
adolescens|ădŏlescens|ădŏlescens||||v. adul-.
adolescens|ădŏlescentĭa|-centĭa||||v. adul-.
adolesse|ădŏlesse|ădŏlesse||||v. adolesco.
adolesse|ădŏlēvi|ădŏlēvi||||v. adolesco.
adolesse|ădŏlŭi|ădŏlŭi||||v. adolesco.
adorea|ădōrĕa|ădōrĕa|ae|f.|subst.|récompense en blé donnée aux soldats [d'où, gloire militaire / ]
adorea|ădōrĭa|ădōrĭa|ae|f.|subst.|récompense en blé donnée aux soldats [d'où, gloire militaire / ]
1 adoreus|ădōrĕus|ădōrĕus|a, um||adj.|de blé
1 adoreus|ădōrĕum|ădōrĕum|i|n.|subst.|blé-froment
adpr-|adpr|adpr||||v. app-.
Adramytteum|Adrămyttēum|Adrămyttēum|i|n.|subst.|Adramytte [ville de Mysie]
Adramytteum|Adrămyttēos|Adrămyttēos|i|f.|subst.|Adramytte [ville de Mysie]
Adramytteum|Adrămyttēnus|-ēnus|a, um||adj.|d'Adramytte
Adrastea|Adrastēa|Adrastēa|ae|f.|subst.|surnom de Némésis
Adrastea|Adrastīa|-tīa|ae|f.|subst.|surnom de Némésis
Adrastus|Adrastus|Adrastus|i|m.|subst.|Adraste [roi d'Argos, beau-père de Tydée et de Polynice]
Adrastus|Adrastēus|-tēus|a, um||adj.|d'Adraste
adrectus|adrectus|adrectus|a, um||part. |escarpé / [dressé] dans l'attente
adrectus|arrectus|arr-|a, um||part. |escarpé / [dressé] dans l'attente
