manulea|A long sleeve
Marucca|a town in Batica
Masanisa|a king of Numidia, grandfather of Jugurtha, at first the enemy and afterwards the friend and ally of the Romans
Massala|a town of Arabia Felix
matela|a pot, a vessel
materiaria|the trade in timber
mattiocopa|a cutter of dainties;, a skinflint
melitaena|A plant, also called
mellitula|little honey
meloda|a melody
mennonia|a precious stone, of a black color
mercantia|trade
Mercantilla|a Roman proper name
Mercatilla|a Roman proper name
mespila|a medlar-tree
MessiaSilva|a wooded hill on the right bank of the Tiber, south-west of Veii
messura|a reaping
Mestria|a Roman surname
Mevia|a woman fond of masculine sports
milua2|a she-kite
mira|a part, a degree
mistura|a mixing, mingling
Moguntia|a city of Germany, Mayence, Mainz
monarcha|an absolute ruler, a monarch
Montanilla|a Roman surname
muchula|the Persian name of the precious stone
Murtea|An epithet of Venus, said to be taken from the myrtle, which was sacred to her
mustricola|a shoemaker's last
mya|a kind of mussel
mylasia|a kind of hemp
mythologia|mythology, a work of Fulgentius, in which the origin of the myths is indicated
Nabdalsa|a distinguished Numidian, a general of Jugurtha
narthecya|f, a low species of
Nausistrata|name of a woman
neclegentia|carelessness, heedlessness, negligence, neglect
Nephusa|a Roman surname
Neverita|a sea-goddess
obedientia|obedience
obsequella|compliance, complaisance, obsequiousness, through obsequiousness in speaking, because they spoke as he liked
Officiosa|a Roman surname
olivita|the olive-harvest
Onesima|a Roman surname
Onomasta|a Roman surname
opicerda|sheep's dung
oppugnantia|resistance, opposition
orinda|Ethiopian bread
Ossipaga|bone-fastener
Ossipanga|bone-fastener
Ostrogotha|an Ostrogoth
ovicerda|sheep's dung
Pacatula|a female proper name
Pactya|a town of Thrace, Doghan Arslan
Palica|a town in Sicily.
palilogia|the emphatic repetition of a word, idea
Palmyrena|the country around Palmyra
pandecta|a book that contains every thing, a complete repertory, an encyclopedia
Pantagia|a small river in the eastern part of Sicily, between Megaris and Syracuse, Fiume di Porcari
parangaria|a service over and above that which one is bound to render, extra service
parietaria|the herb pellitory, parietary
parocha|a supplying of necessaries, purveyance
Parrasia|a town of Arcadia
Patellana|a goddess that presiaed over the shooting of grain
Pelopeia|a female descendant of Pelops
peregrina|a foreign woman
perscriptura|a drawing up, a writing
Pexsa|a Roman cognomen
Phalacrina|a town in the Sabine territory, the birthplace of the emperor Vespasian
phasiana|a pheasant
Philisthaea|the southwestern portion of Canaan, Philistia;, another name for Pal&oelig;stina
phulacista|a jailer;, of a creditor who duns for his money, and makes a prisoner of the debtor by keeping a watch on his house
pigneraticia|an action on account of a pledge
Pisaea|Hippodamia
planeta|a wandering star, planet
Plistia|a city of the Samnites
Poeessa|An ancient name of the island of Rhodes
Polydecta|a king of Seriphus, who brought up Perseus
Pompeja2|name of a Roman gens, the triumvir, fem., his sister
Poplicula|a surname of, and of his descendants
porcula|a little sow
praepollentia|excellence
pressoriola|a repository
Proerna|a town of Thessaly, Ghynekokastro
Psittalia|a small island in the Saronic Gulf, near Salamis
Pulcra|a Roman surname of the, a promontory in Northern Africa, north-east of Carthage, Cap Bono
puppa|A girl, damsel, lass
purpuretica|an entrance built of porphyry
putilla|a little boy; a little girl; a child;
Quieta|a woman's name
Quinctilia|the name of a Roman gens
ramula|the hoof
redimicula|a band.
refutatiuncula|petty attempts at refutation
registoria|a treasurer
revocatoria|a letter of recall
ridicula|a little stake, a peg, plug
rupa|a rock, a cliff
rusticola|an inhabitant of the country
sambycistria|a woman that plays on the
sanderaca|Sandarach
Sauromata|the country of the Sarmatians, Sarmatia
Scaeaporta|the Sc&oelig;an, subst., the Sc&oelig;an gate
scaenica|a female player, an actress
Scaevula|A surname of, who made his way into the camp of Porsenna to kill him, and, on being discovered, burned off his own right hand
Schoeneia|Atalanta
scidula|a small leaf of paper
scribilita|a kind of tart
securiclata|a weed growing among lentils, hatchet-vetch
sedda|a seat, settle, chair, stool
sertaCampanica|a plant, called also
sexungula|six-claws
Sigambra|a Sigambrian, woman
Sigambria|the country of the, Sigambria
Sindica|a part of Scythia on the Black Sea
Singania|a river of Pontus
siptachora|a tree in India that yields amber;
sircula|a kind of grape
Siria|a country in Asia, on the Mediterranean Sea, Assyria
Solva|a city of Noricum
Soricaria|a town of
sphinthria|a male prostitute
Sthenoboea|daughter of Iobates, king of Lycia
sticha|a kind of vine
stipa|the coarse part of flax, tow, hards, oakum
striata|a species of shellfish;, a scallop
strictivilla|an appellation of a vile woman
strumea|an herb that cures the struma
suadella|Exhortation, suasion, persuasion
suavifragrantia|fragrance
subjacentia|the being a subject
Sufetula|a town in Africa
sulaba|a syllable.
sumbola|a contribution, a share, scot, shot
Sybarita|an inhabitant of Sybaris, a Sybarite
tarpezita|a money - changer, banker
tenebra|darkness
testiculata|(sc. herba), a plant, called also mercurialis and orchion
thyia|the Greek name for the citrus-tree
Tirynthia|Alcmena, the mother of Hercules
Titia|the name of a Roman gens, a tribune of the people, whose motions so much resembled dancing that a certain dance was named, after him
tribacca|an ear-drop consisting of three pearls
tumbula|a little tomb
Vacea|a river of Lusitania, the Vonga, Conga
valva|the leaf of a door, a folding-door; sing.
Veja2|a proper name of a woman
vessica|the bladder, the urinary bladder.
vetula|a little old woman
vindicia|a laying claim to, a legal claim, has falsely obtained possession of the thing claimed
visula|a kind of vine
vitilena|a bawd, procuress
volpecula|a little fox
volsilla|a kind of pincers, tweezers.
volvola|the plant
xeromyrrha|dry myrrh
zancha|a kind of soft Parthian shoe
zanga|a kind of soft Parthian shoe
zinzala|a kind of gnat
Actaea2|a female Athenian; of Orithyia
biblia|the Bible
Bovilla|A small but very ancient town in Latium, a colony from, about twelve miles from Rome, on the Appian Way
Cinyra2|A king in Assyria, afterwards in Cyprus; father of Myrrha, and, by her, of Adonis
deserta|the abandoned wife
falisca2|a rack in a manger
galbina|a small bird
Lappa2|a Roman surname; e. g. Rubrenus Lappa, a tragedian
Ligariana|Cicero's oration for Ligarius
Lucia|a country of Asia Minor, between Caria and Pamphylia, where was the volcano Chim&aelig;ra
Lucia2|a Roman prænomen
melica2|a kind of vessel
Moera2|the name of one of the Fates
murrina|a drink made of good wine, flavored with myrrh and other spices
Nepeta|a city in Etruria, now Nepi
Nephela2|a Roman surname
Nepotilla2|a Roman surname
obsiana|a kind of glass, obsidian
ophiussa2|a magical herb growing on the island of Elephantine
ortygia2|a quail
Posca2|a Roman surname
Simila2|the goddess who pricks on, excites, stimulates to action or pleasure
strebula|the flesh about the haunches
Bacca2|a Bacchanet, a female attendant of Bacchus, who, in company with Silenus and the Satyrs, celebrated the festival of that deity with a raving madness carried even to insensibility, with an ivy crown upon her head, a fawn-skin upon her left shoulder, a staff wound with ivy in her hand, and with hair loose and flying wildly about
Bucephala2|the horse of Alexander the Great
Lacerna2|the name of a rich charioteer
lora2|a thong; the mouth of a skin, leathern bag
Machaera2|an auctioneer
Minutia2|the name of a Roman gens
samia2|hurt, damage, loss
immemoria|unmindfulness, forgetfulness
offerumenta2|a present; a stripe, cut
scutulata2|a checked, chequered garment
adjuncta|additional circumstances, adjuncts, things closely connected with, belonging, suitable to
Aequana|a mountain range near Sorrentum
Allifana|large-sized drinking-cups made there
anapaestica|anapaestic verses (once; al. anapaestos).
aota|see actum.
austrina|the southern regions of a country
balistia|music, songs accompanying dancing
benefacta|esse.
bucita|a pasture for cattle, cow-pasture
captiosa|sophisms
celata|secrets
centuplicata|a hundredfold
cerina|a wax-colored garment
chalcea|brazen things
cliva|a gently sloping height, a declivity, slope, an ascent, a hill, eminence, ascending road, the higher road ascending to the Capitol, a part of, absol., a great difficulty to be overcome, any thing sloping, a slope, unevenness
cogitata|reflections, thoughts, ideas
commetacula|rods carried by the flamens
concepta|subst., measures, capacity
confraga|a rough place, thicket, Comp., sup.
contaminata|adulterated things, Comp.
controversa|disputed, doubtful points
coppadia|dainty dishes, tidbits, delicacies
Corinthia|works of art made of it
cosmica|worldly things
cotona|a kind of small Syrian fig
creata|things made
culpanda|to declare something as a crime, to impute a fault to, to complain of, find fault with
Cyclopea|the myth of the Cyclopes as represented in a pantomime
Cyrea|The name of a youth
data|gifts, presents
derupta|precipices
devia|lonely, unfrequented places
diathyra|an enclosure
diatreta|pierced work, filigree-work
dumeta|thorn bushes, a thorn-hedge, thicket, intricacy, obscurity
effusa|the urine
Empedoclea|Empedoclean doctrines
enucleata|the essence, the condensed meaning
epiredia|traces, carts, wagons
ergastula|the inmates of a workhouse, penitentiary convicts, masc. sing.
exanima|half dead with fear, terrified, dismayed
exposita|the open parts, those exposed to view
factitamenta|things made, works
farticula|a little stuffing
ferramenta|implements of iron, tools shod with iron, irons, axes, swords, tools
foenisecta|mown hay;
fructeta|bushes, thickets
Glossemata|a name given to collections of such words with explanations
halcedonia|the fourteen winter days during which the kingfisher broods and the sea is calm, a deep calm, profound tranquillity
Heduphagetica|the title of a poem of Ennius;
heminaria|presents of the measure of a
hypaethra|uncovered, open walks
impertita|favors, concessions
inausa|unattempted things, deeds beyond daring
incohamenta|first principles, rudiments, elements
infectiva|dye-stuffs, dyes
inferialia|sacrifices to the dead
intima|the inmost parts
invectiva|invectives, abuse
irrigua|Overflowings
lacticinia|a dish prepared with milk and eggs
lacunaria|panels of the under surface of a cornice
Lagarina|a kind of wine
libamenta|a portion offered to the gods, libation, first-fruits
licita|things that are lawful
limosa|muddy, miry places
meditata|a carefully prepared speech
moderna|things, institutions of the present
monoptota|nouns which have but one case-ending, monoptotes
mystica|things pertaining to secret rites
Nautaca|a city of Sogdiana, near the river Oxus, probably between the mod. Samarcand and the river Amur
Ortopana|an ancient city of Bactriana;
pacifica|peace-offerings
Pammenia|of or belonging to Pammenes
pannicularia|rags, tatters, ragged clothes
parapherna|the separate possessions of a married woman, her property besides her dower
penita|the inmost parts
pennata|winged creatures, birds, Comp.
perniciosa|baneful things
perturbata|confused visions, perverted truths
petrosa|rocky places
polimenta|the testicles
polymita|damask
Popugia|a festival in memory of the people's flight to the rescue of the Latins
potulenta|drinkables, drinks
praecipua|excellence, superiority
problematica|problems, cases set forth as problems
producta|preferable things
purulenta|corrupt matter, pus
recauta|a quittance, release
recondita|remote, sequestered places
retinacula|a holdfast, band, tether, halter, halser, rope, cable
sabuleta|sandy places
saxosa|rocky, stony places
semetra|irregular, inharmonious
serpirperastra|knee-splints, knee-bandages
sicilimenta|what is cut, mown with the sickle, the aftermath
Sicyonia|Sicyonian shoes
sigillaricia|little images;
sigilliola|little figures, images
stratoria|bedding
sugillata|black-and-blue spots, bruises
sulfurata|Brimstone-matches
summissa|Calm passages, quiet sayings
tegumenta|a cover, coverings, clothing
terriculamenta|things that excite terror, frights, terrors, Sing.
tragematia|sweetmeats, confectionery
transversaria|cross-beams
trechedipna|Greek slippers (worn by parasites)
truculenta|fierce conduct, language
uliginosa|swamps, marshes
VadaVolaterrana|a port in Etruria south of Pisa, Torre di Vado
velamenta|olive-branches wound with woollen fillets
venenata|venomous animals
virecta|a green place, greensward, grass-plats
vitiosa|misfortune, ruin
colocasia2|an Egyptian bean;
cotonea2|a quince or quince-apple
cydonia2|a quince or quince-apple
excellentia2|exceptional instances
Ligariana2|Cicero's oration for Ligarius
primigenia2|the first principle, nature
rhetorica2|rhetoric
terricula2|means of exciting terror, a fright, scarecrow, bugbear
Bucephala3|a town in India, on the Hydaspes, built by Alexander, and named after his horse
lora3|the reins of a bridle, A whip, lash, scourge
moenia2|duties, functions, official, professional duties
multa2|many things, much
secta2|parts of the body operated upon
scopulosa|rocky places
carnalia|carnal things
peristromata|coverings, carpets
polimina|the testicles
posteriora|the posteriors
Hylax|Barker, the name of a dog
naufylax|one who kept watch over the luggage on shipboard
Anthrax2|name of a slave
rapax3|a beast of prey
choeras|the scrofula
Niphas|a Roman surname
Nymphias|a Roman surname
Phaethontias|a Pha&euml;thontiad, a sister of Pha&euml;thon.
Phthias|a Phthian woman
Pimplias|a Pimpliad, a Muse
Plejas2|One of the Seven Stars, a Pleiad;, the constellation of the Seven Stars, the Pleiades, Pleiads, the seven daughters of Atlas and Pleione
selinas|a kind of cabbage resembling parsley
aconae|pointed stones
Aremoricae|some of the northern provinces of Gaul, Bretagne, with a part of Normandy
Baraomutae|a people of India
Bargyletae|the inhabitants of Bargylice
Basiliadae|a people of Sarmatia
bonae|good women
brassicae|varieties of cabbage
Buzae|a people of India
Calydoniae|the Calydonian women
clunae|apes;
cornutae|a kind of sea-fish.
cotoriae|a whetstonequarry
Curietae|the inhabitants of Curieta, an island on the coast of Illyria, Veglia
cyparissiae|a kind of fiery meteors
Daesitiatae|a people in the south of Pannonia Superior
Dassaretae|a people of Illyria
decemmodiae|baskets holding each ten modii
echinometrae|a sort of sea-urchin
Erecthidae|the Athenians
ethecae|a gallery, portico
Faunigenae|descendants of Faunus
Gargaridae|an Indian people near the Ganges, in the modern Bengal
Germaniae|the whole of Germany
geseoretae|a sort of boat
indecorae|ill-favored women
inficiae|denial
lanatae|wool-bearers, sheep
Laomedontiadae|Trojans
Leboriae|a district in Campania, lying around Capua and Nola, Terra di Lavoro
Lechaeae|the port of Corinth, on the Corinthian Gulf
lupariae|brothels
Maleae|a promontory in the Peloponnesus, at the south of Laconia, C. Malea
mariscae|the piles
Melae|a town in the Samnite country
Molae|the daughters of Mars, the protectresses of mills
Nemetae|a people of Gaul, in the neighborhood of the modern Spires
Oenusae|three islands near Messenia
palangae|a pole to carry burdens on, carrying-pole
Parapamisadae|the inhabitants of that mountain
pezitae|mushrooms without a root, without a stalk
Pindenissae|the inhabitants of Pindenissus
porriciae|the parts of the victim consecrated to the gods, sacrificial pieces, med.
primiciae|the first things of their kind, firstlings.
ratariae|small vessels made of logs fastened together, rafts
reminiscentiae|recollections, remembrances, reminiscences
residuae|arrears, dues, slothfui, inactive;
Rosellae|a town of Etruria, Rosello.
sandaligerulae|maids who carried their mistresses, slippers, sandal-bearers, slipper-carriers
secundinae|the after-birth
semicupae|a halftun;, pot-belly, fat-paunch
sertae|wreaths of flowers, garlands
Stasiastae|the name of a tragedy of Attius
stolatae|noble dames, matrons
Tentyritae|the inhabitants of Tentyra, Tentyrites
tractoriae|an imperial letter containing an order to provide a person with necessaries on his journey
Venereae|a kind of mussels, Venus-shell
versutiae|cunning, craftiness, subtlety
baccanal|a place devoted to Bacchus, the place where the festivals of Bacchus were celebrated
mercans|a buyer, purchaser
itinerans|a traveller
litigans|S.
Paeas|the father of Philoctetes
Dabar|a Numidian, a relative of Masinissa and an intimate friend of Bocchus
Aleuas2|A tyrant of Larissa, slain by his own servants
Astosabas|a river of Ethiopia falling into the Nile, Abai
Cantabras|a tributary of the Indus, Tschandrabagha
cinaedias|a precious stone, said to be found in the brain of the fish
climatias|a kind of earthquake
Limaeas|a river of, Lima
napthas|naphtha
onotheras|a plant, also called
Pagidas|A river in Africa
Teleboas|a centaur killed by Nestor at the marriage of Pirithous
Antemnas|belonging to Antemn&oelig;;
Bergomas|of Bergomum
Caninefas|of Caninefas
Lirenas|of or belonging to the Liris
Lirinas|of or belonging to the Liris
Merinas|of or belonging to the city of Merinum, in Apulia
Pisas|Pisatic, Pisan
Anxuras|belonging to Anxur
auctumnitas|The season of autumn, the autumn, harvest-time
authoritas|a producing, production, invention, cause
autoritas|a producing, production, invention, cause
calumma|a covering
Carinas|a Roman surname
cauteroma|a brand
furiositas|rage, fury
inconruptibilitas|imperishableness, incorruptibility
insuasabilitas|the incapacity to be persuaded
inviolabilitas|inviolability
linguositas|loquacity
magnas|a great man, important person, magnate
maxumitas|greatness, magnitude
mutilitas|imperfection, defect
negociositas|a multitude of business
nummisma|a piece of money, a coin
obscaenitas|Unfavorableness, inauspiciousness
obscoenitas|Unfavorableness, inauspiciousness
pronitas|inclination, propensity, proneness
solemnitas|A solemnity, festival, celebration
solennitas|A solemnity, festival, celebration
spinositas|thorniness
spiritualitas|spirituality, med.
stremma|a dislocation
totietas|the whole, entirety
chama2|a lynx
Britto|-I. A Briton -II. An inhabitant of Bretagne, in France
Cephissias|fem., of Cephisus, the banks of the Attic Cephisus
coeles|heavenly, celestial
Potnias|f., of Potni&oelig;, Potnian
pravicors|that has a depraved heart
alex|the sediment of a costly fish-sauce, the sauce prepared from small fish, fish-pickle, fish-brine
altispex|looking down from a height
Anxyr|An ancient town in Latium, situated not far from the sea-shore, Terracina
arvix|male sheep, a ram. a ram for offering
bellans|see bello.
Bogus|son of Bocchus and king of Mauritania, captured and slain bg Agrippa
conloquens|one who converses, avoiding interviews
coris|a plant, a species of hypericon, the seed of it
Dryops|One of the Dryopes, a people of Epirus
foenisex|a mower
harvix|male sheep, a ram. a ram for offering
hydromel|a beverage made of honey and water, honey-water, mead, hydromel
imperans|a master, conqueror, ruler
jurisprudens|knowing, wise, discreet, prudent;, sciens, sciens
larvans|an enchanter, a dealer in magic
mirans|an admirer, expression of wonder
monens|one who counsels, an adviser
Onesis|a Roman surname
Philopater|a Roman surname
Er|a Pamphylian, who, according to legend, rose from the dead
Lactans|the god of milky growth in corn
Nar2|a river of Illyria
par3|a companion, comrade, mate, spouse
stips2|a log, stock, post, trunk of a tree, log, stock, post
Ligus2|-I. a Ligurian -II. a surname in the gens Aelia and Octavia
Tiburs2|the Tiburtine territory
Aceste|a town in the N. W. part of Sicily, near the coast;, near the modern Alcamo
adrachne|the wild strawberry-tree
Agoce|a town in &AElig;thiopia, on the borders of Egypt
Alcisthene|a Greek female painter
ancale|the bend of the knee, the knee
androgyne|-I. a masculine, heroic woman -II. a man-woman, hermaphrodite
Antodice|one of the Danaids
aphe|the yellow sand
Artemite|A city of Assyria, of Babylonia
barippe|an unknown precious stone of a black color, with white and red spots
brace|a Gallic name of a particularly white kind of corn, bl&eacute; blanc de Dauphin&eacute;;
Catane|a town on the east coast of Sicily, at the foot of &AElig;tna, Catania
catastatice|a plant
chenomyche|a plant
dine|a whirlwind, dine
echite|a plant, a kind of
Epidicazomene|the title of a Greek comedy of Apollodorus, imitated by Terence in his Phormio
Eratine|a nymph, a daughter of Venus
Herie|a female companion of Juno
Hesperie|a daughter of the river Cebren, who was killed by the bite of a snake
hypomone|a holding back of the principal thought for a surprise
iatraleptice|the art of healing with ointments, the ointment-cure
Iphimede|the wife of Alōeus, who had two sons by Neptune, Otus and Ephialtes
Irine|a small island in the Argolic Gulf
Labdace|the name of a girl
latace|a magic herb
limne|a lake
Limone|daughter of Hippomenes
Lycisce|The name of a bitch
Lyncaeste|one of Act&aelig;on's hounds
macaerinthe|another name for
Menalippe|a sister of Antiope queen of the Amazons, taken prisoner by Hercules
oce|a kind of little bird, a swallow
opheostaphyle|a kind of caper-bush
Orsiloche|the name of the Tauric Diana
parasceve2|the day of preparation, the day before the Sabbath
Rusiccade|a town in Numidia
Secande|a city of Ethiopia
tetradice|a plant
Theramne|a small town in Laconia, the birthplace of Helen
Leucate|a promontory in the island of Leucadia, now Capo Ducato
Myrice2|a nymph, from whom Hannibal's wife Imilce was said to be descended
Poenice|Ph&oelig;nicia, a country of Syria, especially celebrated for the purple which came from there;
Here2|the goddess of inheritance
ancule|gen. plur., the shield that was said to have fallen from heaven in the reign of Numa, and on the preservation of which the prosperity of Rome was declared to depend;, Adj.
astile|the shaft of a spear, javelin.
buccellare|a cooking utensil
cocleare|a spoon, a measure for liquids, a spoonful
discriminale|a head-dress
femorale|a covering for the thigh
hostile|hostile country, the enemy's land, soil
humile|low, mean
incorporale|-I. an incorporeal thing, that which is unsubstantial, immaterial -II. an intangible possession, a right
laudabile|the praiseworthy, Comp., fin
memorabile|a noteworthy fact, strange occurrence
mictuale|a diuretic
mirabile|a miracle, wondrous deed
moechile|a place where adultery is committed
omne|every thing
pedule|a sole
plumatile|an embroidered garment
sculptile|a carved image, statue
superumerale|the upper garment of a Jewish priest, an ephod
tenue|weak, trifling, insignificant, mean, low
volatile|a fowl
Leucate2|a promontory in the island of Leucadia, now Capo Ducato
triste2|a sad thing
viride|Green color, greenness, verdure
bracchiale|an armlet, bracelet
exheres2|a disinherited person
descendens|To depart, deviate, differ from, passive
Oufens|A small river in Latium, that flows past Tarracina, Ufente
praecipiens|S.
Respiciens|the Provident, an epithet of Fortuna
stertens|a snorer
tussiens|one who has a cough
Obsequens2|a Roman proper name
malevolens2|a spiteful person, an enemy
immerens2|one who is innocent, does not deserve
benevolens2|a well-wisher, friend
florens3|a garland
AemiliusMacer|a poet, the friend of Virgil and Ovid, who wrote, of which nothing is extant
coelifer|supporting the heavens
coeliger|heaven supporting
frundifer|leaf-bearing, leafy
melliger|honey-bearing
obniger|blackish
plectrifer|carrying the plectrum
Sigamber|of or belonging to the, Sigambrian
surruber|somewhat red, reddish
sylviger|bearing woods, wooded, woody
veper|more usu. in the plur. a thorn-bush, brier-bush, bramble-bush
volnifer|wound-bringing
Asper2|a Latin grammarian
Pulcer2|a Roman surname of the Claudii
Cantaber2|a Cantabrian
salutiger2|one who delivers a greeting; a messenger, servan
pestifer2|mischievous person
halter|leaden weights, dumb-bells
pandecter|the title of the fourth book of the work of Apicius.
manzer2|a bastard
Abrahamides|a descendant of Abraham
Argentiexterebronides|a word formed by Plautus in jest, as the name of one who is skilled in extorting money, a sponger
Aulestes|a Tuscan, a confederate of &AElig;neas
Bethlehemites|an inhabitant of Bethlehem, a Bethlehemite
bostrychites|a precious stone
catarractes|a waterfall, in gen.; the waterfalls of the Euphrates
craterites|a very hard unknown precious stone
diasostes|a sort of policemen
hysopites|hyssop-wine
Iapetides|a player on the cithara
Iphitides|A king in Elis, who reinstated the Olympic games
Labdacides|a male descendant of Labdacus, a Labdacide;, Polynīces
Lyconides|the name of a man
Lycoorgides|The famous lawgiver of the Spartans
Malotes|an inhabitant of Mallus
molochites|an Arabian gem of the color of mallows, malachite
nemeonices|the victor in the Nemean games
